case,arm,rounds,phase,pair,order,mode,milliseconds,input_sha256,stdout_sha256
random-64-churn,scan,1,contract,0,0,ubsan,0,9bc3f2e88cb87d5ddc786d4290e31de3e44bcc16b1625647dbbb7984fa0eb19a,8d2bcb6e6c95e9e22377d05fa2a4b8fb697a6877de29b8804c784bec3269ea11
random-64-churn,scan,3,contract,0,0,ubsan,1,267b940cfd4afc40fcc6aed531fd55ca16859f228115d36411443eedd34c3433,afdf0efbb2883a02b640c349c9b3a402ed151bf26f7652349981a2276f1f345a
random-256-hits,hash,0,contract,0,0,ubsan,0,820cfdb91412e3bb862e0eb2cd977bc7b302974b4fd76eef0c2638b7d87e5993,69a8590df663ad61c082e5944787efc5519945e2e71a2ec555d05ba26d9209a4
random-256-hits,hash,1,contract,0,0,ubsan,0,bd600c0d0c63cab63230b7bf7cf0af0d332a796b767c04c13f523af7e4ff8672,7dd2e7319fd1459d741c873854613d0012bd30f94613b31b0727b33549efd406
random-256-hits,hash,3,contract,0,0,ubsan,0,3a388a78cb26a4697b8e5ca032418bce6d2af616824880491bc41c69b925affb,ea71978669257ebc8bd7c20121c5589f5fbde5cfd55368bddc150b40296ee5f2
random-256-hits,scan,0,contract,0,0,ubsan,0,820cfdb91412e3bb862e0eb2cd977bc7b302974b4fd76eef0c2638b7d87e5993,37a94837d24b83b45619fb5f2db064741da3ff6eff4a989565b965ec9aedf4d8
random-256-hits,scan,1,contract,0,0,ubsan,1,bd600c0d0c63cab63230b7bf7cf0af0d332a796b767c04c13f523af7e4ff8672,d20fe760ffb7f6c2c96dd78c30e2bd6c1148c6e8b2fbe79d41ed81ed50b2efc3
random-256-hits,scan,3,contract,0,0,ubsan,0,3a388a78cb26a4697b8e5ca032418bce6d2af616824880491bc41c69b925affb,354949882d1de34f11349d6eddde6d57884d9117ab6903a8e95cad0f1cf66d95
random-256-misses,hash,0,contract,0,0,ubsan,0,07a8318117388b6ca713466d031e6066bd96b2780d89a23691e06678ec1ceb78,69a8590df663ad61c082e5944787efc5519945e2e71a2ec555d05ba26d9209a4
random-256-misses,hash,1,contract,0,0,ubsan,0,747288bcaa5a7ee9cb4685407cedcc1b80f828a59d053b9c6f26d27647090fd4,95a4f180a35325c7244ff54fe51ca28f6fd7d9fff0722e03911f352380083a79
random-256-misses,hash,3,contract,0,0,ubsan,0,ab7db71c23111cc09a203bb0d50563dd7f3d1c8f42eff4179e3ea25a5562f865,528a358d21b29f0b43557afd363e154d6ca940d9da2eaf582e275304d8e88c27
random-256-misses,scan,0,contract,0,0,ubsan,1,07a8318117388b6ca713466d031e6066bd96b2780d89a23691e06678ec1ceb78,46e04dd201f6b80192da14a1d173e3ae33cd6309a220d56fa494c4a71362ea56
random-256-misses,scan,1,contract,0,0,ubsan,0,747288bcaa5a7ee9cb4685407cedcc1b80f828a59d053b9c6f26d27647090fd4,a40dee35595008c5c9c0fc8f54385ffde0edd40883395d278579b6a8e18b1a15
random-256-misses,scan,3,contract,0,0,ubsan,1,ab7db71c23111cc09a203bb0d50563dd7f3d1c8f42eff4179e3ea25a5562f865,117a6c87ab45d93bb7bba7b5bcc4f1293f4cb5d0292f2d901d982ce30fc9cd51
random-256-churn,hash,0,contract,0,0,ubsan,0,193874093bc1dfe608238c3bf9fbc89a967a1319ed41c0c4c6e27104fb4722d0,69a8590df663ad61c082e5944787efc5519945e2e71a2ec555d05ba26d9209a4
random-256-churn,hash,1,contract,0,0,ubsan,1,8eb0d1e9126506b40c329d1455cbb4f1e37f3b57cd8f23b804994734c9cb6c51,ac178264f5e52fe4a8e791b46ad23a15b134fb0fc9ad6fd415c821d04076e60f
random-256-churn,hash,3,contract,0,0,ubsan,0,c27af956df5e77f4f4b182d8e0a904fa6d40ca2e41b4cd3ea02f1fbe8db16314,f4c5f37fd7c9b1a06ca740158aa235dda732a20948a6b9dd9d91b384eb0dacce
random-256-churn,scan,0,contract,0,0,ubsan,0,193874093bc1dfe608238c3bf9fbc89a967a1319ed41c0c4c6e27104fb4722d0,37a94837d24b83b45619fb5f2db064741da3ff6eff4a989565b965ec9aedf4d8
random-256-churn,scan,1,contract,0,0,ubsan,0,8eb0d1e9126506b40c329d1455cbb4f1e37f3b57cd8f23b804994734c9cb6c51,a76831f54bdcd280ea21b5aec2551bdbb8456dedbbcbcf12026c3833349e3b7d
random-256-churn,scan,3,contract,0,0,ubsan,1,c27af956df5e77f4f4b182d8e0a904fa6d40ca2e41b4cd3ea02f1fbe8db16314,86b7f283147d1375109215df0d70c377adfc445e08e06670bbb5e8904421bceb
high-half-64-hits,hash,0,contract,0,0,ubsan,0,3b02e635229bf7a1e6c718afb9bf2327939f5f71f1097247e1bf6b9126c4fa6a,71c8ea531bd05fe5962ca7e5bf8bae4b79411292f554688dd189b57cc76577fd
high-half-64-hits,hash,1,contract,0,0,ubsan,0,d35d6134d622788a8029dc2572c1cccafb29352339c805e4627f63829eea369d,8dc9f24ad9431b31593f8a8f1261ccddf0f037350048ab05ac791d790fd69783
high-half-64-hits,hash,3,contract,0,0,ubsan,0,b46a05083d4085d081b6edce556117d5707304ab2695906d015ac05b7f73e560,5733e60591616ae7fd2dfb4374f74d386548e0d8b594a05904a21ca82528bb0b
high-half-64-hits,scan,0,contract,0,0,ubsan,0,3b02e635229bf7a1e6c718afb9bf2327939f5f71f1097247e1bf6b9126c4fa6a,31bff49be6acd9b431eb2110d771b3d602a2f18909ca5ff1dd9f2507ccf872f6
high-half-64-hits,scan,1,contract,0,0,ubsan,0,d35d6134d622788a8029dc2572c1cccafb29352339c805e4627f63829eea369d,e42d79a6b993f7cd99c4b64ae34ebfec3e24cd6c1445151ed957926e30bb5c69
high-half-64-hits,scan,3,contract,0,0,ubsan,0,b46a05083d4085d081b6edce556117d5707304ab2695906d015ac05b7f73e560,a0446a5b2545796567c400c9bd2abdc1a1c1095a2a04ba93edb059f4b70b3c73
high-half-64-misses,hash,0,contract,0,0,ubsan,0,2d2ec9a5061b070760f6e9825037712d5e3bb4546becbd8bd75e681387998b53,71c8ea531bd05fe5962ca7e5bf8bae4b79411292f554688dd189b57cc76577fd
high-half-64-misses,hash,1,contract,0,0,ubsan,0,875d2eda9592b656e345f9d8f2730b8a9115521f778936a2dd70fa89d0cd1118,1b78334cd6f2c14437b4b780f4e572a5cbf11437c6e4ab59aa779f52fdec8394
high-half-64-misses,hash,3,contract,0,0,ubsan,0,4aa94d871b905f2aad6558f3d4a0452aa72127a332fd6b40884b37ea322f5889,9c7183bcd536fdc38595a07e24c3eb9a82a1f72ad6996bdd2f4642d4781f78d1
high-half-64-misses,scan,0,contract,0,0,ubsan,0,2d2ec9a5061b070760f6e9825037712d5e3bb4546becbd8bd75e681387998b53,31bff49be6acd9b431eb2110d771b3d602a2f18909ca5ff1dd9f2507ccf872f6
high-half-64-misses,scan,1,contract,0,0,ubsan,0,875d2eda9592b656e345f9d8f2730b8a9115521f778936a2dd70fa89d0cd1118,6d5ac1a232ec8d3990b0e2b8b5ef300247d49c2ebedb07c9f34f2889191662ad
high-half-64-misses,scan,3,contract,0,0,ubsan,1,4aa94d871b905f2aad6558f3d4a0452aa72127a332fd6b40884b37ea322f5889,c0c420b810227c1601b30e5d4b5baf1b500482e905fb21a5012ea3e46514bea3
high-half-64-churn,hash,0,contract,0,0,ubsan,0,6acdc0df14befcf500d570fa291e5a35e086ade4445d32ca37657663a255bf2c,71c8ea531bd05fe5962ca7e5bf8bae4b79411292f554688dd189b57cc76577fd
high-half-64-churn,hash,1,contract,0,0,ubsan,0,4406807c5cde443b70318b60360a0b3afaab9eb99ab19de3d8f0e7af9e23d56c,42d8c67093c87a81d92ba37c2d47af480799bd930bc0a99d489974678d92460c
high-half-64-churn,hash,3,contract,0,0,ubsan,1,e3f74406de7cd626801d2991d239221d8fd47b05fe3c9f1e042576e1b55fd026,573fc6f6601cb38b196b3d4206f6a9d138974bfcee34a1400f23b7b6a8d5d69a
high-half-64-churn,scan,0,contract,0,0,ubsan,0,6acdc0df14befcf500d570fa291e5a35e086ade4445d32ca37657663a255bf2c,31bff49be6acd9b431eb2110d771b3d602a2f18909ca5ff1dd9f2507ccf872f6
high-half-64-churn,scan,1,contract,0,0,ubsan,0,4406807c5cde443b70318b60360a0b3afaab9eb99ab19de3d8f0e7af9e23d56c,70319ed0f61d534182bee7a30c57c4862b6add8afc1745c849fac528c3340847
high-half-64-churn,scan,3,contract,0,0,ubsan,1,e3f74406de7cd626801d2991d239221d8fd47b05fe3c9f1e042576e1b55fd026,6d2c1e5f408793ab945ae87c5d369f60bf7d63e95404d42264685d82169f1f1d
cluster-64-hits,hash,0,contract,0,0,ubsan,0,e895ffce770664e08151d7d932a5b7b7ef0e4535ad0dc0873ac489dbc79c48b1,53a07a80eb9bcc8483f08ef577c203f6feefeb158314aabb4e48bf0ed2536181
cluster-64-hits,hash,1,contract,0,0,ubsan,0,dcf1061453b9b8544c74f809d558f992eb188eb5bee09788615410f7a67dfe20,b006194061428f5e8d7d9d2ebd7bbcba2943de79cfcdb331cf0687b74ad2cfc1
cluster-64-hits,hash,3,contract,0,0,ubsan,1,1c220391df58240838752fecf8edce20b48c53e3a941ef362bfc37415bcca490,039ad2d28032d842993eb5def3e73a7dee0b374b27cadf6ea939fd8aee3c39ba
cluster-64-hits,scan,0,contract,0,0,ubsan,0,e895ffce770664e08151d7d932a5b7b7ef0e4535ad0dc0873ac489dbc79c48b1,2354b22879277a86bc1e0a0b01438144ceb98f4ba71de79ae4396b96b00e8754
cluster-64-hits,scan,1,contract,0,0,ubsan,0,dcf1061453b9b8544c74f809d558f992eb188eb5bee09788615410f7a67dfe20,fc3b41a96e7a131b68eea4ce5a4fd73e81e2ee65cbc87002ae946f7bd912fc01
cluster-64-hits,scan,3,contract,0,0,ubsan,0,1c220391df58240838752fecf8edce20b48c53e3a941ef362bfc37415bcca490,8eca103a2942d3f98f11e5356b6bf9c5a7365adfbac9a3b392727e8001864bf2
cluster-64-misses,hash,0,contract,0,0,ubsan,0,18f298401185e70f066ff01483abc01481ebcc926bc055e5430703182e4560ad,53a07a80eb9bcc8483f08ef577c203f6feefeb158314aabb4e48bf0ed2536181
cluster-64-misses,hash,1,contract,0,0,ubsan,1,a73279d0ecc6c537e019ea7ad029eeef4b7d4c5c45c99b1297983781dba8a63c,205440c9163745f6cc1c9604de6df78afa0fb578ced86e421c048815ea511544
cluster-64-misses,hash,3,contract,0,0,ubsan,1,0e2507f471d3e606bef6156706bbc9b8f49280c6de9408b7252af730c0a1b321,16e87914b4345a962d48f59427f832ffe2132f6cd0f896d22c5585211de0c6f1
cluster-64-misses,scan,0,contract,0,0,ubsan,0,18f298401185e70f066ff01483abc01481ebcc926bc055e5430703182e4560ad,2354b22879277a86bc1e0a0b01438144ceb98f4ba71de79ae4396b96b00e8754
cluster-64-misses,scan,1,contract,0,0,ubsan,0,a73279d0ecc6c537e019ea7ad029eeef4b7d4c5c45c99b1297983781dba8a63c,29b6e5deff5a0c67e7fe788f319f6c7087fc92b01dca3874ad2eccf74d9fbaa4
cluster-64-misses,scan,3,contract,0,0,ubsan,0,0e2507f471d3e606bef6156706bbc9b8f49280c6de9408b7252af730c0a1b321,70c398deb374f4c1604f01232f1ca3a790ee5365518a8bbdf2c0a53ec3141a01
cluster-64-churn,hash,0,contract,0,0,ubsan,0,6c01697b955075f30ddbf3c1522cf4ec016b7b98ad5f4d3859a3c0de8ca106c1,53a07a80eb9bcc8483f08ef577c203f6feefeb158314aabb4e48bf0ed2536181
cluster-64-churn,hash,1,contract,0,0,ubsan,1,cec65c75c27d74c7640a3a1139d42be8d05da02d6f80ebbd3c3aa30c7c31d1d0,5db4efb9295fc3f692a5caaf7774d67153883976a124b797c0fb624391278bef
cluster-64-churn,hash,3,contract,0,0,ubsan,2,f8b94209a464d01e2d9e49f03a3d07a0fbd8aec952016631f741aef900bdf3b6,d5756e6a6eac973802d1b477b9d94c591bb6019a9a4c0ac96e5a80dff80ac1f7
cluster-64-churn,scan,0,contract,0,0,ubsan,0,6c01697b955075f30ddbf3c1522cf4ec016b7b98ad5f4d3859a3c0de8ca106c1,2354b22879277a86bc1e0a0b01438144ceb98f4ba71de79ae4396b96b00e8754
cluster-64-churn,scan,1,contract,0,0,ubsan,0,cec65c75c27d74c7640a3a1139d42be8d05da02d6f80ebbd3c3aa30c7c31d1d0,d27f0ca6bea16e3e00412eeb31a17acefddcda0a1b7c397931672b78c2b69dd9
cluster-64-churn,scan,3,contract,0,0,ubsan,0,f8b94209a464d01e2d9e49f03a3d07a0fbd8aec952016631f741aef900bdf3b6,c9bc4b685c3493aceeb040800c3e47511ec6e81d9ba3a3ec494d28c73b161bd6
random-8-hits,hash,32,calibration,0,0,native,0,8d8765973cc1fffb7c437deab685a1c612f6749b0b036a90048718aaf7353509,2be690f69b14e74b47dd07a32023ca565fca662e145a995a2bf5c8fc2fc4251f
random-8-hits,scan,32,calibration,0,1,native,0,8d8765973cc1fffb7c437deab685a1c612f6749b0b036a90048718aaf7353509,7cd3ec9f3332b1c62ba42e13008d7b2928b6d4ac947a74852fea0eaa153b9bc9
random-8-hits,hash,64,calibration,1,0,native,1,0fe3c4dc4b38517bf3fb8c6b3071ab97d85c6ab787983f6a675c8cf0b8fe6653,80f411de7ee84b808ff2f45aa3f90030b88607cc00b13e41d62008599ec246dd
random-8-hits,scan,64,calibration,1,1,native,1,0fe3c4dc4b38517bf3fb8c6b3071ab97d85c6ab787983f6a675c8cf0b8fe6653,f6c6b823a5b874bbcf2890d2d5febc78a58863a9b74d2cbcc68e18f1030dbfe6
random-8-hits,hash,128,calibration,2,0,native,1,360b14b04027c24b4ae002ab91765c4b7120a85784224bc1f53007c8997fb87a,a1012e99e86b26f51a5ca26463cff19bef13819369df0758243507679e3e258e
random-8-hits,scan,128,calibration,2,1,native,1,360b14b04027c24b4ae002ab91765c4b7120a85784224bc1f53007c8997fb87a,6ecfa2914794f10cfc97319864d367d642690194622b153ebd130e5678ef78e5
random-8-hits,hash,256,calibration,3,0,native,1,f927a2fe97d81f3a8cc3fcb6878f08d300e48942b359fb8f2a2e31cfb6b8878b,0a86e121a3aee16272307b79dd04044794266a9feaf4be85708b566806ef376a
random-8-hits,scan,256,calibration,3,1,native,4,f927a2fe97d81f3a8cc3fcb6878f08d300e48942b359fb8f2a2e31cfb6b8878b,1027bd39e794ff92feaf184b8d927b41f4edb9e8c6b54e583fa8a42d0e890716
random-8-hits,hash,512,calibration,4,0,native,4,b073d0ec07d37a56d6ef0962336f13eda3e53b7e9217e0c4a9dcf941e287d0e2,57c0b29a6b3e0058e8a77c7d9eb332da7f6eb10c1760c8a1d97fe1c367c45b35
random-8-hits,scan,512,calibration,4,1,native,9,b073d0ec07d37a56d6ef0962336f13eda3e53b7e9217e0c4a9dcf941e287d0e2,e47dbf24aaed814a4b2809ce4dbbc26f196a3bd775a5fd5bbb0b3a3b6727e057
random-8-hits,hash,1024,calibration,5,0,native,9,e8bb3e70d8960e05b19e739cc551fb494734561d60d341009929c4f33ca63721,5a37584cd600832d430397d76b2a3181dc4118f73978d520d72d581bd184ce85
random-8-hits,scan,1024,calibration,5,1,native,17,e8bb3e70d8960e05b19e739cc551fb494734561d60d341009929c4f33ca63721,ac14a7a5d2d89b000f5d4f555ef6a51d4273805cc392d4a3098c31ebbac4c93b
random-8-hits,hash,2048,calibration,6,0,native,15,4eff380e59b5ff25ca617868043a2a21094e9ac714656936e02936b461a2cdb2,53f2ed0a9f1c5a6aef8c5d2dcf4b5b455a4bd7f782494dfc44d8b81e5451efb9
random-8-hits,scan,2048,calibration,6,1,native,22,4eff380e59b5ff25ca617868043a2a21094e9ac714656936e02936b461a2cdb2,87c9834b5b38a2063a542111b9b720fdd0ba9242be2edac3a17591f4f62e9fd2
random-8-hits,hash,4096,calibration,7,0,native,29,c316979467ebf4f0e53d3cdcb4dc87f85e6d1390ae5efb97d69ef7ba829f5e49,c88e6751ed4773fce534c4577a14eb931b058f72af32d4bbdd4e0d7c99466fe5
random-8-hits,scan,4096,calibration,7,1,native,44,c316979467ebf4f0e53d3cdcb4dc87f85e6d1390ae5efb97d69ef7ba829f5e49,1eb42d563a5d1093ac28429439282b3ad55de3ce3966bd4534f882c2fdeaf057
random-8-hits,hash,8192,calibration,8,0,native,57,bf33f6515e9f21abb88d0fea6b059d495bf9b80ff77ffaf709007e7076d60ea7,67cdd9df80301a97be8846debbfaad8be198f0d51119e4c1028ed7a962224856
random-8-hits,scan,8192,calibration,8,1,native,96,bf33f6515e9f21abb88d0fea6b059d495bf9b80ff77ffaf709007e7076d60ea7,c5f6423769fda067f5ae4f9b7ff76ac7cac88faf48a370bac3d100428f92928d
random-8-hits,hash,16384,calibration,9,0,native,143,16ef29c068f2197443d9936012c57b988646ec8cc87701624c380e08ab37b062,042eee4e0f345ad99812bb96dca1abe77284e0f16efabbcf3baab25f85c77c62
random-8-hits,scan,16384,calibration,9,1,native,188,16ef29c068f2197443d9936012c57b988646ec8cc87701624c380e08ab37b062,6aa4b3b62341df3b78d59372c95fd362f79ec986a9e4bb76fe4cd80986ff6940
random-8-hits,hash,16384,measurement,0,0,native,120,16ef29c068f2197443d9936012c57b988646ec8cc87701624c380e08ab37b062,e621ebc6905024c63569067f89e302508834a6564cd3f4842487adc6934d1b37
random-8-hits,scan,16384,measurement,0,1,native,174,16ef29c068f2197443d9936012c57b988646ec8cc87701624c380e08ab37b062,f5ffecc825dc5a3999ca0804a2ce01a4a4f07198d7c5769ee3579b679a541b0d
random-8-hits,scan,16384,measurement,1,0,native,175,16ef29c068f2197443d9936012c57b988646ec8cc87701624c380e08ab37b062,fd4284173ec466e011aa38ad64374a6af27dc0434c88595a2e9dad90caef2adf
random-8-hits,hash,16384,measurement,1,1,native,124,16ef29c068f2197443d9936012c57b988646ec8cc87701624c380e08ab37b062,a1d211f07c1147885a4965998335277019c2ecee1965eccad4767323f98aab2e
random-8-hits,hash,16384,measurement,2,0,native,117,16ef29c068f2197443d9936012c57b988646ec8cc87701624c380e08ab37b062,fb3e2c448ec3bafeeda8c7e61d76db424ee88873efd9bdcdd545a385f11cdb3e
random-8-hits,scan,16384,measurement,2,1,native,178,16ef29c068f2197443d9936012c57b988646ec8cc87701624c380e08ab37b062,d0b8ed2579431c59b1c91eaff2c0907d505d9282ab1e8c5fdadbb9136a375b3f
random-8-hits,scan,16384,measurement,3,0,native,174,16ef29c068f2197443d9936012c57b988646ec8cc87701624c380e08ab37b062,f5ffecc825dc5a3999ca0804a2ce01a4a4f07198d7c5769ee3579b679a541b0d
random-8-hits,hash,16384,measurement,3,1,native,121,16ef29c068f2197443d9936012c57b988646ec8cc87701624c380e08ab37b062,b12f3a1cc85786dad0c6f400f61dade0c27c29ec038c10104969cc2d44b947a9
random-8-hits,hash,16384,measurement,4,0,native,121,16ef29c068f2197443d9936012c57b988646ec8cc87701624c380e08ab37b062,b12f3a1cc85786dad0c6f400f61dade0c27c29ec038c10104969cc2d44b947a9
random-8-hits,scan,16384,measurement,4,1,native,175,16ef29c068f2197443d9936012c57b988646ec8cc87701624c380e08ab37b062,fd4284173ec466e011aa38ad64374a6af27dc0434c88595a2e9dad90caef2adf
random-8-hits,scan,16384,measurement,5,0,native,176,16ef29c068f2197443d9936012c57b988646ec8cc87701624c380e08ab37b062,407ec141b06f1f5867a16634acd4e15e6ba889ddbc974958f3970834f6764823
random-8-hits,hash,16384,measurement,5,1,native,116,16ef29c068f2197443d9936012c57b988646ec8cc87701624c380e08ab37b062,0d9627524282b9b9da91c9c46ea690cbc6c2f4e0989e03b15d12af5d14a15986
random-8-misses,hash,32,calibration,0,0,native,0,12506bef83d831a9982c3dc6e654bb08a165ad9affa542f7a0edcc053c0c16f0,8378df969c31baafc01f71b03d523133d4309a1dbb804f3061578eaaa0a64710
random-8-misses,scan,32,calibration,0,1,native,1,12506bef83d831a9982c3dc6e654bb08a165ad9affa542f7a0edcc053c0c16f0,e3cc357e2d851cad09f98ae60ef09d89477b17339293fc19eb44c6da3d5065af
random-8-misses,hash,64,calibration,1,0,native,1,7bc05856ff2415c84ea9a504b5e1467bfd51becfdc520c9b82d7ff458f0cb734,9f8604ea3f6d50533d4187088ee42b0264c7d28a06e7acdc3ef03d93db079d7b
random-8-misses,scan,64,calibration,1,1,native,1,7bc05856ff2415c84ea9a504b5e1467bfd51becfdc520c9b82d7ff458f0cb734,6bf90d19cf0c533d89ab98a41abcfd43297f630d32155bd0211fa13bc4479e41
random-8-misses,hash,128,calibration,2,0,native,3,84d613078abe3e8abb21a03fb3ab79485766b87861372d561b388462656c77f4,146b59f019a76690793b09df324d0d10736a41640435489a1c80ef488a318f6a
random-8-misses,scan,128,calibration,2,1,native,2,84d613078abe3e8abb21a03fb3ab79485766b87861372d561b388462656c77f4,9ea801854556a40456adddf57e3f59682cc6bc22e93298d222b53550f21f5d22
random-8-misses,hash,256,calibration,3,0,native,4,34c9046f79ff13d601e69ace2af8a321c16b02c0537ef373563443d1007e6ead,f7101cacfed2b3fcc651c8c2e86e58806de8ced843842b960a30cf3512cca7ab
random-8-misses,scan,256,calibration,3,1,native,4,34c9046f79ff13d601e69ace2af8a321c16b02c0537ef373563443d1007e6ead,f4df6c5ee873c486308ad66483f560444b8712a4078249fc51569ab2f2140e91
random-8-misses,hash,512,calibration,4,0,native,11,133f7b8326d409b5bf98618779a112e05be7351d5d91f8e03e863cd4733d5f62,a5c8ef371f00ad33299ecbd3c379f1dbeba7ddb1324d5d71b60ea7828bb5090c
random-8-misses,scan,512,calibration,4,1,native,9,133f7b8326d409b5bf98618779a112e05be7351d5d91f8e03e863cd4733d5f62,13c1091c0922deaa3ba0d7d9eb937a9ad27419f93cd88ca9f59bfbc0c69d0bd2
random-8-misses,hash,1024,calibration,5,0,native,11,fbc8bfe7a75a1af61476cd64a3c35cb9ec8c8674eb7b928488855506d47b9d02,676520213ba74a11f1dad7852ed722a335be5a3731578501c994d334a55c18b2
random-8-misses,scan,1024,calibration,5,1,native,24,fbc8bfe7a75a1af61476cd64a3c35cb9ec8c8674eb7b928488855506d47b9d02,8b3d11743e0f135a851104b0d91d762a9dc83f02f8b75efc5e63d5c1a39d6595
random-8-misses,hash,2048,calibration,6,0,native,22,3486369256f633b323c62d1bba97743cab7b10687b082aaa4a122cbd587da2ce,47fecbd85c75c7388394b197e4f5977f889581ca57f556bf620516c6a25e865f
random-8-misses,scan,2048,calibration,6,1,native,33,3486369256f633b323c62d1bba97743cab7b10687b082aaa4a122cbd587da2ce,dbe49fdd669b4a150d2142d08e4a294e9f0047a78ec89b47c0ce561a68ea4b38
random-8-misses,hash,4096,calibration,7,0,native,44,0f9db4f850e2c9717f96d3b5ef9a0314c25a3208fcf9e9a6a5403b98a9980761,a8a3b683fcd176ddfcb25b4501527adfcd9b66594d96c2c3611bf44f5ee8328d
random-8-misses,scan,4096,calibration,7,1,native,65,0f9db4f850e2c9717f96d3b5ef9a0314c25a3208fcf9e9a6a5403b98a9980761,29ab62cb414b4d3cc6f6387a1e1fbc29d144aa65259e2cdc60ebd67574301197
random-8-misses,hash,8192,calibration,8,0,native,87,516d8a806a87625a50a99c85ac3bebd35d9feb7f24e1b9316287c4ada7ad6478,e402224a7787c737ac612e43a6552db386959e8034e002f418b8049fdb0fd868
random-8-misses,scan,8192,calibration,8,1,native,129,516d8a806a87625a50a99c85ac3bebd35d9feb7f24e1b9316287c4ada7ad6478,fcf549a54dd29f8f9b6ac8bb45f17725c3939f5a4f072f8a5fff39fbfb5603dd
random-8-misses,hash,8192,measurement,0,0,native,88,516d8a806a87625a50a99c85ac3bebd35d9feb7f24e1b9316287c4ada7ad6478,530ec4ffedd8a82228da0baddae14ba6b72705301c57fc5c62ec67f51830ff7c
random-8-misses,scan,8192,measurement,0,1,native,130,516d8a806a87625a50a99c85ac3bebd35d9feb7f24e1b9316287c4ada7ad6478,0aa12b2fa44d44677fa768ad6128581db24c34e826a32c50f2ddd65544475a86
random-8-misses,scan,8192,measurement,1,0,native,130,516d8a806a87625a50a99c85ac3bebd35d9feb7f24e1b9316287c4ada7ad6478,0aa12b2fa44d44677fa768ad6128581db24c34e826a32c50f2ddd65544475a86
random-8-misses,hash,8192,measurement,1,1,native,98,516d8a806a87625a50a99c85ac3bebd35d9feb7f24e1b9316287c4ada7ad6478,e529f23a8300e4b3acc6e1250dedfb17c99d59f17401757edf10868dd65c1161
random-8-misses,hash,8192,measurement,2,0,native,89,516d8a806a87625a50a99c85ac3bebd35d9feb7f24e1b9316287c4ada7ad6478,f05e15ce589c87defa6e0cec416b731e1bf4fcb960c7114fb832ea67cd7dcfde
random-8-misses,scan,8192,measurement,2,1,native,130,516d8a806a87625a50a99c85ac3bebd35d9feb7f24e1b9316287c4ada7ad6478,0aa12b2fa44d44677fa768ad6128581db24c34e826a32c50f2ddd65544475a86
random-8-misses,scan,8192,measurement,3,0,native,135,516d8a806a87625a50a99c85ac3bebd35d9feb7f24e1b9316287c4ada7ad6478,66cc1f37fbfe5c3331c7fe219ad4d3120e08385f56b94e009b1f2536f56efbe2
random-8-misses,hash,8192,measurement,3,1,native,87,516d8a806a87625a50a99c85ac3bebd35d9feb7f24e1b9316287c4ada7ad6478,e402224a7787c737ac612e43a6552db386959e8034e002f418b8049fdb0fd868
random-8-misses,hash,8192,measurement,4,0,native,88,516d8a806a87625a50a99c85ac3bebd35d9feb7f24e1b9316287c4ada7ad6478,530ec4ffedd8a82228da0baddae14ba6b72705301c57fc5c62ec67f51830ff7c
random-8-misses,scan,8192,measurement,4,1,native,130,516d8a806a87625a50a99c85ac3bebd35d9feb7f24e1b9316287c4ada7ad6478,0aa12b2fa44d44677fa768ad6128581db24c34e826a32c50f2ddd65544475a86
random-8-misses,scan,8192,measurement,5,0,native,130,516d8a806a87625a50a99c85ac3bebd35d9feb7f24e1b9316287c4ada7ad6478,0aa12b2fa44d44677fa768ad6128581db24c34e826a32c50f2ddd65544475a86
random-8-misses,hash,8192,measurement,5,1,native,89,516d8a806a87625a50a99c85ac3bebd35d9feb7f24e1b9316287c4ada7ad6478,f05e15ce589c87defa6e0cec416b731e1bf4fcb960c7114fb832ea67cd7dcfde
random-8-churn,hash,32,calibration,0,0,native,1,50627699d6b4ea807db9b1e7c6c3a4640362221618e3e74690f8c6d56118a6d7,e12751277a69c90e089231db42b2000b09d0659d4431c97ee6ea8147442c4ee6
random-8-churn,scan,32,calibration,0,1,native,1,50627699d6b4ea807db9b1e7c6c3a4640362221618e3e74690f8c6d56118a6d7,11b00fdf747ca185a5ac5725369bdaa7cdb2f8abeadb12fbeed1aab61dafd2ce
random-8-churn,hash,64,calibration,1,0,native,0,53cbaaa29f6de0c84fcce339601ac4a8fd58e240eb671ee721b5356cd5c6a87a,f4fab7c5e5d973ad4391b410b7f16e670339a93895c97f99b8f8d464b4266bf1
random-8-churn,scan,64,calibration,1,1,native,1,53cbaaa29f6de0c84fcce339601ac4a8fd58e240eb671ee721b5356cd5c6a87a,6c365254e0d1529038ef700afe8f556a76a846d21e220e4ba149192a1154ad0e
random-8-churn,hash,128,calibration,2,0,native,1,42f34756d89f64628f67eaaace5b8c894c7e7f233c5e03178531a144f97e547c,311fe7386005ebd9db3ecbb46682cd77342e28f566e04e8f1aafb6b570afad4e
random-8-churn,scan,128,calibration,2,1,native,2,42f34756d89f64628f67eaaace5b8c894c7e7f233c5e03178531a144f97e547c,7bb1e5fc8381628bfb47643750658a762bd6ffcfb5933fe45e922cd28397e572
random-8-churn,hash,256,calibration,3,0,native,3,d2d724ec91cc0ba6b823dc930b81a48e08ead3bb6aa4fe4f6c2d1e42276e121b,77ffe063ef14e4112df5a56e536ec2c1e244e0f5ab7532c41ed56e379a16bcf2
