case,async,pair,order,arm,repeats,work_sha256,repeat,wall_seconds,cpu_seconds,coordinator_seconds,stdout_sha256
single,True,3,1,sleep,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,1,0.269767939,0.08058600000000116,0.215,bc0c48537e7fbf0b939d5984ff6660363d3740ee5aacd530812f0838b7200e5a
single,True,3,1,sleep,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,2,0.26914189,0.07900599999999991,0.214,f6b2add1fe77485a618ee76c366080f066173306de5a88a3409158277e30e4ed
single,True,3,1,sleep,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,3,0.269768304,0.07943900000000115,0.215,bc0c48537e7fbf0b939d5984ff6660363d3740ee5aacd530812f0838b7200e5a
single,True,3,1,sleep,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,4,0.274321549,0.08385499999999863,0.214,f6b2add1fe77485a618ee76c366080f066173306de5a88a3409158277e30e4ed
single,True,4,0,sleep,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,0,0.27571354,0.09127600000000025,0.213,fefe4f47c8150edb9df701d4b4e1fa5b23a8f11e4c9e4c95c2a5269773fb19f8
single,True,4,0,sleep,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,1,0.270942908,0.07943899999999876,0.217,66312f55c83adc73657cfa77774fa8bd2de8df8317b962407bac375e3edb0048
single,True,4,0,sleep,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,2,0.271933705,0.08063399999999932,0.216,c6431f63731a0d7f8d52e2b9b0c17668ad10aeec5c7a5fcaaa03534d1b46b7e0
single,True,4,0,sleep,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,3,0.272073249,0.08284600000000109,0.217,66312f55c83adc73657cfa77774fa8bd2de8df8317b962407bac375e3edb0048
single,True,4,0,sleep,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,4,0.269306902,0.08473299999999784,0.215,bc0c48537e7fbf0b939d5984ff6660363d3740ee5aacd530812f0838b7200e5a
single,True,4,1,notify,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,0,0.080608487,0.08149100000000081,0.025,213392e6e847c503392c2e3f810998001e79d8bc5aea812e7356e107f1d2c7d6
single,True,4,1,notify,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,1,0.090981593,0.09057400000000093,0.028,c5b14f581ae20e302f011d5960693fabee408778842eb08316ae018b2e1c986f
single,True,4,1,notify,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,2,0.084022613,0.08494600000000113,0.024,075debee36d8dade65c840b4443ef75f83f39a7ca38e65bae7565930f0d2e10a
single,True,4,1,notify,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,3,0.085967272,0.08679699999999912,0.025,213392e6e847c503392c2e3f810998001e79d8bc5aea812e7356e107f1d2c7d6
single,True,4,1,notify,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,4,0.083422576,0.08323000000000064,0.024,075debee36d8dade65c840b4443ef75f83f39a7ca38e65bae7565930f0d2e10a
single,True,5,0,notify,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,0,0.080199486,0.08098900000000098,0.025,213392e6e847c503392c2e3f810998001e79d8bc5aea812e7356e107f1d2c7d6
single,True,5,0,notify,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,1,0.07628395,0.0760589999999991,0.023,f2b72aa5f91aa5c656c77dcfcd03a059c9dbfa5d9ee6076c4bd8769f7099c21f
single,True,5,0,notify,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,2,0.080458192,0.08102299999999973,0.025,213392e6e847c503392c2e3f810998001e79d8bc5aea812e7356e107f1d2c7d6
single,True,5,0,notify,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,3,0.078017971,0.07862000000000047,0.025,213392e6e847c503392c2e3f810998001e79d8bc5aea812e7356e107f1d2c7d6
single,True,5,0,notify,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,4,0.080451125,0.08034000000000052,0.024,075debee36d8dade65c840b4443ef75f83f39a7ca38e65bae7565930f0d2e10a
single,True,5,1,sleep,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,0,0.272724694,0.0865799999999991,0.213,fefe4f47c8150edb9df701d4b4e1fa5b23a8f11e4c9e4c95c2a5269773fb19f8
single,True,5,1,sleep,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,1,0.26978794,0.08231600000000028,0.215,bc0c48537e7fbf0b939d5984ff6660363d3740ee5aacd530812f0838b7200e5a
single,True,5,1,sleep,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,2,0.277669681,0.08245600000000008,0.223,012292c664b88cd429b0dbcdd5409f5639625ce276b81ffffaaad18607ac5281
single,True,5,1,sleep,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,3,0.270754912,0.08358900000000002,0.216,c6431f63731a0d7f8d52e2b9b0c17668ad10aeec5c7a5fcaaa03534d1b46b7e0
single,True,5,1,sleep,5,7afff25e8c06d24e34e350bacc8cbbe8ef74478a3dc2503e923c4dd1fd547ba2,4,0.267758596,0.08244699999999994,0.213,fefe4f47c8150edb9df701d4b4e1fa5b23a8f11e4c9e4c95c2a5269773fb19f8
openings-16,False,0,0,sleep,1,e9cdb3b5cb1c810e7485a1413a2dfcc0ae21215b1d9e57705339a22cfe30dc44,0,0.801338913,0.8008759999999997,0.179,9e2a00f8009735de3d58f591b21920d295537d12cddd448bc1fc989962e433ef
openings-16,False,0,1,notify,1,e9cdb3b5cb1c810e7485a1413a2dfcc0ae21215b1d9e57705339a22cfe30dc44,0,0.785674686,0.7851200000000004,0.179,8a43d85785cd848dbe84a964e4efff3a69cbf9955db6e829d4bffea9c98e81ce
openings-16,False,1,0,notify,1,e9cdb3b5cb1c810e7485a1413a2dfcc0ae21215b1d9e57705339a22cfe30dc44,0,0.802516422,0.8021409999999978,0.179,988d4c49912a982e62bdb7cc48d44d605443ae58ca1680231fb1970d44afcd6c
openings-16,False,1,1,sleep,1,e9cdb3b5cb1c810e7485a1413a2dfcc0ae21215b1d9e57705339a22cfe30dc44,0,0.792856137,0.7923090000000018,0.179,356bb6c66ee7ebfde316bb4d1f6e219dba0228c4da847c320301b07b6701fd30
openings-16,False,2,0,sleep,1,e9cdb3b5cb1c810e7485a1413a2dfcc0ae21215b1d9e57705339a22cfe30dc44,0,0.790550745,0.7900370000000015,0.178,315fb8e849c4c4556971a41cd13f225fa750a6ebfd9fbedd4850e0f306cf7260
openings-16,False,2,1,notify,1,e9cdb3b5cb1c810e7485a1413a2dfcc0ae21215b1d9e57705339a22cfe30dc44,0,0.788259391,0.7877209999999988,0.179,b0522378e732e2c3a06939c175e18c40f5723a29e5d77e4eb174f0dfe455c8e5
openings-16,False,3,0,notify,1,e9cdb3b5cb1c810e7485a1413a2dfcc0ae21215b1d9e57705339a22cfe30dc44,0,0.787324116,0.7867109999999995,0.18,a815273a2b86430a780620ce63e04181e82dc98cd34a8bd288be596d7a0cbcf2
openings-16,False,3,1,sleep,1,e9cdb3b5cb1c810e7485a1413a2dfcc0ae21215b1d9e57705339a22cfe30dc44,0,0.792525564,0.7920069999999985,0.178,104cb95984febc3156272aeb1a4b96a4d55c4e4308c657fc9a0e3dcfc6c4f404
openings-16,False,4,0,sleep,1,e9cdb3b5cb1c810e7485a1413a2dfcc0ae21215b1d9e57705339a22cfe30dc44,0,0.796927307,0.7963880000000007,0.179,7e918f06f1373dd70c054bd41e25996ed567af49562401e3579c425232aeb0cc
openings-16,False,4,1,notify,1,e9cdb3b5cb1c810e7485a1413a2dfcc0ae21215b1d9e57705339a22cfe30dc44,0,0.789409575,0.7889040000000015,0.178,5cc5e8f62499e21154703f708253baf2c14f22fcbba0a4278c5f9351341d2a6d
openings-16,False,5,0,notify,1,e9cdb3b5cb1c810e7485a1413a2dfcc0ae21215b1d9e57705339a22cfe30dc44,0,0.791218194,0.7907269999999973,0.179,a8f87a9b2f6cacd6dfe18c5af043c5ecfab8a8ff2dbc8e20c95a38d0ee46b979
openings-16,False,5,1,sleep,1,e9cdb3b5cb1c810e7485a1413a2dfcc0ae21215b1d9e57705339a22cfe30dc44,0,0.798099583,0.7975730000000029,0.178,f079693dac4012f6cd24a6ed40180c85216b86e2b4fcd13cde95fa84a38f6dbc
openings-16,True,0,0,sleep,1,27757b99968fe0256d0d2218c91653ed0f5788366aeb356b2dfe44f10b9fe4d1,0,1.482489597,0.8433259999999994,0.87,672b9b7e9c44b83ed966fa306cb10fba4b23b4f46b77918e2d6feaeb1495a7f9
openings-16,True,0,1,notify,1,27757b99968fe0256d0d2218c91653ed0f5788366aeb356b2dfe44f10b9fe4d1,0,0.823741882,0.8256870000000018,0.218,71ab666fa54ca15dab567d347f99fa19a8128aa46563e16751400b3633ec2925
openings-16,True,1,0,notify,1,27757b99968fe0256d0d2218c91653ed0f5788366aeb356b2dfe44f10b9fe4d1,0,0.83018723,0.8304710000000007,0.222,8ce5eeecfed6ab43d153331a70e1b129da5c41707a90221fc501d806d16ac8f1
openings-16,True,1,1,sleep,1,27757b99968fe0256d0d2218c91653ed0f5788366aeb356b2dfe44f10b9fe4d1,0,1.483228056,0.8468570000000013,0.869,a1ad7e972563e00039f847c854c3186c3149e3626af42558c16b64ce9d922f93
openings-16,True,2,0,sleep,1,27757b99968fe0256d0d2218c91653ed0f5788366aeb356b2dfe44f10b9fe4d1,0,1.484229829,0.847824999999997,0.871,5d0dccaf86c33ba559273c35c664a621e378231bebeed1ff462d75f4e9e7fd8a
openings-16,True,2,1,notify,1,27757b99968fe0256d0d2218c91653ed0f5788366aeb356b2dfe44f10b9fe4d1,0,0.836592121,0.8407460000000011,0.226,c889e3deaa60f23c4ad5c0376e8ff5d886ad548b65f0c5553c9b52d7e4c37749
openings-16,True,3,0,notify,1,27757b99968fe0256d0d2218c91653ed0f5788366aeb356b2dfe44f10b9fe4d1,0,0.838127253,0.8423519999999997,0.225,71fcc2c383a3dee9052169d75b9c5d54528a96e5a60174543be96699c9b23d9d
openings-16,True,3,1,sleep,1,27757b99968fe0256d0d2218c91653ed0f5788366aeb356b2dfe44f10b9fe4d1,0,1.492768952,0.8577919999999969,0.872,446d698f70d4f28900bc448e966ebc8e7e80ee2d03293cfbaae767e2fa49666c
openings-16,True,4,0,sleep,1,27757b99968fe0256d0d2218c91653ed0f5788366aeb356b2dfe44f10b9fe4d1,0,1.488123482,0.8503969999999987,0.874,951b44a7e86645d052740f329ac439316b87e3ee1676c4b061f3954c5280de7f
openings-16,True,4,1,notify,1,27757b99968fe0256d0d2218c91653ed0f5788366aeb356b2dfe44f10b9fe4d1,0,0.827947675,0.8283620000000022,0.216,69f825f1478d25f83ab9cf30f02fb8b1df5f12f54ee7c63cda5e30d22ea67863
openings-16,True,5,0,notify,1,27757b99968fe0256d0d2218c91653ed0f5788366aeb356b2dfe44f10b9fe4d1,0,0.833558437,0.8382590000000024,0.226,c889e3deaa60f23c4ad5c0376e8ff5d886ad548b65f0c5553c9b52d7e4c37749
openings-16,True,5,1,sleep,1,27757b99968fe0256d0d2218c91653ed0f5788366aeb356b2dfe44f10b9fe4d1,0,1.487770661,0.8543999999999985,0.874,951b44a7e86645d052740f329ac439316b87e3ee1676c4b061f3954c5280de7f
mixed-16,False,0,0,sleep,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.601178545,0.6006919999999956,0.136,452f7294a0ea733c8d745f7119bc71db090cdcbcf652575f94bf5f9b94d43c30
mixed-16,False,0,1,notify,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.594948532,0.594523000000003,0.132,794df640ba0d517743704ca70c8eb5c7a14cad011ae87a70c1e0cc7ad6b6402f
mixed-16,False,1,0,notify,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.592182855,0.5916879999999967,0.133,25cd0d4a4bc39626c5fc21b5ab5a113c8c26e7513962784de8da5219617e71bb
mixed-16,False,1,1,sleep,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.60053848,0.6000570000000014,0.132,1e88c55f152d9cd1f9527be578fd9f61dc30527520c6475481ff17ad555e19bb
mixed-16,False,2,0,sleep,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.594780826,0.5943189999999963,0.132,7b62c3fe2cbbd95fd4f56f3874b07dccc33592ca059e665ec9d3fa84849dda08
mixed-16,False,2,1,notify,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.594726402,0.5942510000000045,0.133,8560cfb825c5655f6ea2137f0263873b44a24478a19bb11a89a1ca0759fb0070
mixed-16,False,3,0,notify,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.59404189,0.5935650000000003,0.133,ec54a2eab0582f831a2cecd5fa373553877e08b54a5abb8271db869aba2cf2fa
mixed-16,False,3,1,sleep,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.598808033,0.5983619999999972,0.132,8fd7efae5fa80cd2f304faf81431fe3950002ef2672ee5a057be35a008c7afc6
mixed-16,False,4,0,sleep,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.600204568,0.5997660000000025,0.132,9d25eb9f57e34352e4e3dda618779ed447717706ea1b6706b20df5553f07d26a
mixed-16,False,4,1,notify,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.594742643,0.5942750000000011,0.132,8fa80675198d9cfd410fee4af85faa00c5cf5765ccb3c0607f13c84897fdb5ae
mixed-16,False,5,0,notify,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.595367222,0.5947909999999949,0.133,67d55caba532e28d4b79450336a14cbdcacf30ff19ace97363e74f27e07f1130
mixed-16,False,5,1,sleep,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.597863161,0.5973460000000008,0.131,d64b3ac938408351178677012480aaa7a39f57d0cc241a330a5efd4169faab2d
mixed-16,True,0,0,sleep,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.099437367,0.6512729999999969,0.627,2d91e3f2661782683a8eb9674cb016271b1cc19f14fdc625e698f92f750632a4
mixed-16,True,0,1,notify,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,0.635801539,0.6335330000000069,0.164,509ccae406064a61ce6081baae0ddf22ec0d8b9a168310f70ef3bb38f71f49f4
mixed-16,True,1,0,notify,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,0.637637962,0.6386479999999997,0.164,509ccae406064a61ce6081baae0ddf22ec0d8b9a168310f70ef3bb38f71f49f4
mixed-16,True,1,1,sleep,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.096808239,0.6470830000000031,0.628,2906c796b28070c684e426f07f087c1ac5eb977bdba868dc7932a3ef8b7c9159
mixed-16,True,2,0,sleep,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.100832132,0.6534909999999978,0.625,33d2c6501930cee740028f6a7362d2a0b9eeb8a17c256e8e897e7c90d308508b
mixed-16,True,2,1,notify,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,0.637845957,0.6262410000000027,0.177,bff1ee5b4c166920ffd73ce3c662c155c72745ca6781061982940060b09f7ede
mixed-16,True,3,0,notify,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,0.632572264,0.6354209999999995,0.169,6391328f4ce3e0e564082e2b628e1f76ba541a72030358f04a8cea10fbdaca38
mixed-16,True,3,1,sleep,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.098011693,0.6501130000000035,0.632,da4e726a22edd19f129ebe3d312bca7a08824d3dba5ace8e6b1e98cf3ac19917
mixed-16,True,4,0,sleep,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.099063288,0.651470999999996,0.634,c7e0e0a7b94db98d76cc9248d9b3ee47516999202a7c06ae7a1f8308da3f406a
mixed-16,True,4,1,notify,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,0.625900169,0.626469,0.163,0facc8c32ec1ae3a3f24c0d1011f358bae96b2863d005f1f9a9fcb5eb27a4bcf
mixed-16,True,5,0,notify,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,0.627056536,0.6261440000000057,0.162,3e913af37d9750b26ec8acdfdecaf812889cf7d3adb9634a222928e876818a83
mixed-16,True,5,1,sleep,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.09266593,0.6456729999999945,0.627,2d91e3f2661782683a8eb9674cb016271b1cc19f14fdc625e698f92f750632a4
