case,async,pair,order,arm,repeats,work_sha256,repeat,process_seconds,coordinator_seconds,stdout_sha256
mixed-16,False,1,1,list,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.590690058,0.131,fd07337ffd01f7e270e891d86d48804e8a0a695c0e712595f20c2c001003afcb
mixed-16,False,2,0,list,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.58766371,0.13,28113616644df91a4f5c6c2a1a6ee89aad452239a9f625e5224c46faea23e23b
mixed-16,False,2,1,fifo,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.598895152,0.131,3a701ea534bb4012ecb2bc2fefe77e34584e3929792ca58be2a358e2ff9e7d3c
mixed-16,False,3,0,fifo,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.598663875,0.131,4cbf4b6f3d6cc3a019532b8f64bfab2ff9ddfbf95e4ba6991c8de74587fa9798
mixed-16,False,3,1,list,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.594467606,0.139,934bffe6b99bafa128c506916ff41d81fcb6c6194f65957e4f1d185220332808
mixed-16,False,4,0,list,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.589560627,0.131,b03b797abeb18f79c6a07e9960e964d833d0f38ada9ca696db136b4b6b68f920
mixed-16,False,4,1,fifo,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.599087659,0.13,a506722993bb93fcaee2a4468c0f408bd292e3f1975fd5e7ee567b33d4b8cb93
mixed-16,False,5,0,fifo,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.595392612,0.131,1e2dc824936733b4e9db05a5c18109b05a50dcef1d77055456c2b3522c6fbbbb
mixed-16,False,5,1,list,1,0a10f859e20d38bad0699318fd12c4f5d48aeb26da799ae4fa31355254b18771,0,0.587560172,0.13,6b0337dcc85d21d6286fccb59744a7374a13a6a690212234a1f7ae7041a3c668
mixed-16,True,0,0,list,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.073487083,0.614,3195f20f28cd2ea9c99bd174f372dc82a3a77fca3995ab87cd7a7c3faa8228be
mixed-16,True,0,1,fifo,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.0835567,0.616,e414a932c1a00ab2ef58a858aefe9af18fde585f3530a4d7879263cfa62ced9a
mixed-16,True,1,0,fifo,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.082401275,0.618,538c6d9a79ec96e61281a4acad7903b1e0035e58489df2a2e382ee9b3a0b521c
mixed-16,True,1,1,list,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.074707945,0.614,3195f20f28cd2ea9c99bd174f372dc82a3a77fca3995ab87cd7a7c3faa8228be
mixed-16,True,2,0,list,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.072559365,0.617,ff0238fadabeacbe199f90662d4559421f6d07757cb72462e57c1ea1778274d1
mixed-16,True,2,1,fifo,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.078241265,0.614,3195f20f28cd2ea9c99bd174f372dc82a3a77fca3995ab87cd7a7c3faa8228be
mixed-16,True,3,0,fifo,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.096290742,0.619,dab633f47868d2868ff3d68c0cee616970f8593a71881d1554f20e6c3a3da969
mixed-16,True,3,1,list,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.074113345,0.617,ff0238fadabeacbe199f90662d4559421f6d07757cb72462e57c1ea1778274d1
mixed-16,True,4,0,list,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.091501012,0.635,222210b58bfeba01c066f4955aaecda146393efb95d6605744090a8b8d4db190
mixed-16,True,4,1,fifo,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.08037664,0.617,ff0238fadabeacbe199f90662d4559421f6d07757cb72462e57c1ea1778274d1
mixed-16,True,5,0,fifo,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.081583641,0.617,ff0238fadabeacbe199f90662d4559421f6d07757cb72462e57c1ea1778274d1
mixed-16,True,5,1,list,1,195d9ea49faea576ce2a2c87c2cd31ca759a3c1a837344f3cece6ee35993a9ab,0,1.082460523,0.619,dab633f47868d2868ff3d68c0cee616970f8593a71881d1554f20e6c3a3da969
