case,arm,rounds,phase,pair,order,mode,milliseconds,requests,moves,checksum,hits,fills,bypasses,peak_rss_kib,workload_sha256,input_sha256,stdout_sha256
warm-25pct-hits,direct,16384,measurement,1,1,optimized,262,131072,3768320,1158922240,0,0,131072,2252,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,5c73a97aced2f3bddf9bba6a71222d4fee435168858d23fb37c916bcf818d47c,9a1c2c00a3b17c00385c79d39ce0be564070380df89809829595abb692018e2d
warm-25pct-hits,direct,16384,measurement,2,0,optimized,254,131072,3768320,1158922240,0,0,131072,2224,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,5c73a97aced2f3bddf9bba6a71222d4fee435168858d23fb37c916bcf818d47c,d3649063113add54b7547e227b8dbc006352f90820178404122239cbdd1d2825
warm-25pct-hits,cached,16384,measurement,2,1,optimized,230,131072,3768320,1158922240,32768,0,98304,2344,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,85ab4ea469efc945765c2c4fee3350626bcc0e5e1548cfa1f783a7ddbf335124,5969050108baca1be7681b5ae5fff1e8d9cea7af1db7c3f27f08af345252a7c3
warm-25pct-hits,cached,16384,measurement,3,0,optimized,233,131072,3768320,1158922240,32768,0,98304,2352,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,85ab4ea469efc945765c2c4fee3350626bcc0e5e1548cfa1f783a7ddbf335124,7d326f5b2b83d96784fb7a746437c98aa3a2f077ab1329ab062a9aa5fa9f6c2f
warm-25pct-hits,direct,16384,measurement,3,1,optimized,258,131072,3768320,1158922240,0,0,131072,2184,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,5c73a97aced2f3bddf9bba6a71222d4fee435168858d23fb37c916bcf818d47c,fcdd95f67bceae5a5ffe0db1488c876a558134794757229494a65e09d50fa20a
warm-25pct-hits,direct,16384,measurement,4,0,optimized,263,131072,3768320,1158922240,0,0,131072,2236,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,5c73a97aced2f3bddf9bba6a71222d4fee435168858d23fb37c916bcf818d47c,780c4bcf2b644e26070be17a861209e8ea1ccb9b8101b02adb2c501c3849b8d7
warm-25pct-hits,cached,16384,measurement,4,1,optimized,219,131072,3768320,1158922240,32768,0,98304,2228,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,85ab4ea469efc945765c2c4fee3350626bcc0e5e1548cfa1f783a7ddbf335124,338abb0bc26974bb59af05ced5f201465f7ba0094fc835e30f3fbeed6ac98e4a
warm-25pct-hits,cached,16384,measurement,5,0,optimized,223,131072,3768320,1158922240,32768,0,98304,2388,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,85ab4ea469efc945765c2c4fee3350626bcc0e5e1548cfa1f783a7ddbf335124,06ebbc3d954248b47326c01a359abd80dabaa7d2960a4c8e4ccf6f932a886110
warm-25pct-hits,direct,16384,measurement,5,1,optimized,293,131072,3768320,1158922240,0,0,131072,2184,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,5c73a97aced2f3bddf9bba6a71222d4fee435168858d23fb37c916bcf818d47c,15c044f9675edfe4d21705ea26f556b25607f908d8efae07321d9565e79b7dbd
warm-50pct-hits,direct,32,calibration,0,0,optimized,0,256,7360,979704288,0,0,256,2224,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,38a4c89c67fe783003d7ccd8bcf0aaf4905a9b67fe9db3fadde991b5c448ac55,f109b282d62ecf9800374e1c0384f15582812b5514749b7bbda8ee5fb113ec07
warm-50pct-hits,cached,32,calibration,0,0,optimized,1,256,7360,979704288,128,0,128,2388,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,ea29884333e31cf7255df6d5e14063efaad61abb5ba1049eb21f34a77c5adc8f,bb312b2734e0d80fd683c0016d9a369cc3f1cd4dc9d2f7b37bd27c2bc25677e7
warm-50pct-hits,direct,64,calibration,0,0,optimized,1,512,14720,3553579968,0,0,512,2236,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,92895c9c9306421dc6301ba932ffe2df596364a07a0cf6aa4a9d317105ee7328,55c9e51e61ba350ed716514f4fefa2e8c9238bd8bb3871879393f0ca1a8e8311
warm-50pct-hits,cached,64,calibration,0,0,optimized,1,512,14720,3553579968,256,0,256,2340,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,02b9789b97338e07682bce900de5e215f97abaee2bd86103df3cb1c3408b0a70,d4bc8c7dad951e261dc3dbbc1f9af6b35fd10f17b36495591c67a7b38fad5327
warm-50pct-hits,direct,128,calibration,0,0,optimized,2,1024,29440,2469603200,0,0,1024,2208,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,8672e763b49eab6c025025fd45ed7535195c91ab49a2593f5cca09d8ecb25438,7372a7805d4444fdb02250709daaa838f31f25f22c614cd397a9555294abc005
warm-50pct-hits,cached,128,calibration,0,0,optimized,1,1024,29440,2469603200,512,0,512,2384,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,326b3ea16ab45c02923256fb7f5d87b0a6171af4a643a780bab232bc913873ae,f40e32cac3118fbcdd40b0a1682387abcb14afb7bb867fc79dde16cfbbcd0bd9
warm-50pct-hits,direct,256,calibration,0,0,optimized,4,2048,58880,1354256128,0,0,2048,2208,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,e73acce6091edf128ced79dbe2233d0314caccaa828e1094d0de7e40bd0bac7a,a99d56b422142f806651ad635721191d33624d53c4f4ad8b74d47c642106d7bc
warm-50pct-hits,cached,256,calibration,0,0,optimized,3,2048,58880,1354256128,1024,0,1024,2316,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,e7a9422b36c7364c6ba0756a61e33da2017d2fc134dcfb6a14b8cc1123d18fc3,0791ab16f57f39b2f04cff815f19f05a6e434c7f421fa712fe3979cc9761dbc1
warm-50pct-hits,direct,512,calibration,0,0,optimized,8,4096,117760,716742144,0,0,4096,2228,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,f9b0e0a104720e0862932a6c57f9d4e3795df92fade96c659c339d075457a655,ff70428105d49038580aafa55aeb5ee3b646cee6cc7bc52b99c8696a4f6e7fba
warm-50pct-hits,cached,512,calibration,0,0,optimized,5,4096,117760,716742144,2048,0,2048,2380,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,77f86f63176d5a83621f036c1541401de59becbf553c604c44259e96d63db864,9c6321df9caa02d3f4593459f8c396999a780de933f465ea3af50c2c370bdc09
warm-50pct-hits,direct,1024,calibration,0,0,optimized,16,8192,235520,2056338432,0,0,8192,2184,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,d845430c765864064107e81a9bcf3f883d32cfab4f534c844aa174b4e767f155,34f33f24581367d056c3ef724323d95f69c11ff8a306b665aabddc3678e1886a
warm-50pct-hits,cached,1024,calibration,0,0,optimized,11,8192,235520,2056338432,4096,0,4096,2312,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,9504aad4d66efa22f53a7527c5f2629ca89474ad13c7dd78f08edd60c40177bd,bc41e173bc7f13743571acde4b1f34b53586b10e531169f9c816287c2ec788ac
warm-50pct-hits,direct,2048,calibration,0,0,optimized,32,16384,471040,2309126144,0,0,16384,2212,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,f243003b09c279e638de81fc8d7df45275ed18c163f52475ffbd1537cfcdd4c2,0e45b1425ecd9e34adb68f941a380993047e0d1be183fab5972bd62ecadb6cef
warm-50pct-hits,cached,2048,calibration,0,0,optimized,23,16384,471040,2309126144,8192,0,8192,2388,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,05a93e2b8529675c29bd480fae110e33072ef53f3c5672087d90a96bed4f3d12,c3c35f852164d1e31d4b0145690f9bc7bad976f1b14d1c2b47195b45e059e2d0
warm-50pct-hits,direct,4096,calibration,0,0,optimized,65,32768,942080,1699016704,0,0,32768,2212,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,5f965b6ac1d91d4fc346c0de94243b4b7124d7a948414147e1391b57cfa9cad0,d7b2d16e774257219bdcbc193846e86e85d13de6eb3355bf59e652f16d7afb14
warm-50pct-hits,cached,4096,calibration,0,0,optimized,43,32768,942080,1699016704,16384,0,16384,2312,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,a25819985a9e7e26744a91d520df43f37a977712ab165bacfc3d3f6958b08d9e,75170b5f5c7b183bafef5ff9df2413032abb1d8d53637cbad1406e83b3189995
warm-50pct-hits,direct,8192,calibration,0,0,optimized,143,65536,1884160,311025664,0,0,65536,2236,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,fe40140aba6fb75cc384e3aa80fcf212ba496a335255e9c651f3cf7cef5cd7f9,4ea22c2c4bd034cb3267ffa95ec603b15f69a2f6265661a314989bda56564846
warm-50pct-hits,cached,8192,calibration,0,0,optimized,88,65536,1884160,311025664,32768,0,32768,2364,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,21d33a3597fa063f20b8690dd061bc014adf3d93d58aadd0f161010c123ae672,f9811f6664e4bfa5e703a496677630e45520f8a084b2ef3403d1ca1a80ca7bbc
warm-50pct-hits,direct,16384,calibration,0,0,optimized,254,131072,3768320,1158922240,0,0,131072,2184,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,530ff824e2a1fd1f9a94788b3785fc9e15e68a02fa3f27790415b7e698f8741d,d3649063113add54b7547e227b8dbc006352f90820178404122239cbdd1d2825
warm-50pct-hits,cached,16384,calibration,0,0,optimized,172,131072,3768320,1158922240,65536,0,65536,2352,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,745682effbf0438172fe8c3a3f7d03d1d2b50f26e7b0ae42546d1b97bdf5bea5,ad27a1b5ef09acb45f3aec6048bde6606caba24c1ec1decc3b450b3ad6291b8d
warm-50pct-hits,direct,16384,measurement,0,0,optimized,255,131072,3768320,1158922240,0,0,131072,2204,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,530ff824e2a1fd1f9a94788b3785fc9e15e68a02fa3f27790415b7e698f8741d,1d9ae3983faba46531e5ea895875cd8d579fb8cc23756d511cc53092bf81d5bf
warm-50pct-hits,cached,16384,measurement,0,1,optimized,176,131072,3768320,1158922240,65536,0,65536,2332,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,745682effbf0438172fe8c3a3f7d03d1d2b50f26e7b0ae42546d1b97bdf5bea5,a4da7066f2c4b72724668612db900237e649f12035d7250a0e163adf2e40e312
warm-50pct-hits,cached,16384,measurement,1,0,optimized,181,131072,3768320,1158922240,65536,0,65536,2380,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,745682effbf0438172fe8c3a3f7d03d1d2b50f26e7b0ae42546d1b97bdf5bea5,f524ab444d746a6cb6926944fbf18b909faeab10af49f66d102cbceb6e0da79e
warm-50pct-hits,direct,16384,measurement,1,1,optimized,257,131072,3768320,1158922240,0,0,131072,2236,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,530ff824e2a1fd1f9a94788b3785fc9e15e68a02fa3f27790415b7e698f8741d,9fd6b3f0fcfe10589588a4ad32bbbaa0ccb4fb9ba6098bc8f9e25d38dc3d9a7c
warm-50pct-hits,direct,16384,measurement,2,0,optimized,256,131072,3768320,1158922240,0,0,131072,2184,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,530ff824e2a1fd1f9a94788b3785fc9e15e68a02fa3f27790415b7e698f8741d,32a267e849eced68474941a71ed3b959441dd2e93b972b0ad525474c2f87ac9b
warm-50pct-hits,cached,16384,measurement,2,1,optimized,176,131072,3768320,1158922240,65536,0,65536,2372,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,745682effbf0438172fe8c3a3f7d03d1d2b50f26e7b0ae42546d1b97bdf5bea5,a4da7066f2c4b72724668612db900237e649f12035d7250a0e163adf2e40e312
warm-50pct-hits,cached,16384,measurement,3,0,optimized,175,131072,3768320,1158922240,65536,0,65536,2356,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,745682effbf0438172fe8c3a3f7d03d1d2b50f26e7b0ae42546d1b97bdf5bea5,1df7dddb2c3601ce33273714d48b6baa1e47890abb550b9e8ec1d98010ac1df0
warm-50pct-hits,direct,16384,measurement,3,1,optimized,252,131072,3768320,1158922240,0,0,131072,2184,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,530ff824e2a1fd1f9a94788b3785fc9e15e68a02fa3f27790415b7e698f8741d,3e2476e416c8dd6d696a958ed7199e251aa0d3b0a333e052438aa84e255832ff
warm-50pct-hits,direct,16384,measurement,4,0,optimized,255,131072,3768320,1158922240,0,0,131072,2244,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,530ff824e2a1fd1f9a94788b3785fc9e15e68a02fa3f27790415b7e698f8741d,1d9ae3983faba46531e5ea895875cd8d579fb8cc23756d511cc53092bf81d5bf
warm-50pct-hits,cached,16384,measurement,4,1,optimized,174,131072,3768320,1158922240,65536,0,65536,2340,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,745682effbf0438172fe8c3a3f7d03d1d2b50f26e7b0ae42546d1b97bdf5bea5,7f5feeb06d48264eefe2c9e741a8bf4957598dbf890742f49af97457af6ef0c6
warm-50pct-hits,cached,16384,measurement,5,0,optimized,175,131072,3768320,1158922240,65536,0,65536,2332,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,745682effbf0438172fe8c3a3f7d03d1d2b50f26e7b0ae42546d1b97bdf5bea5,1df7dddb2c3601ce33273714d48b6baa1e47890abb550b9e8ec1d98010ac1df0
warm-50pct-hits,direct,16384,measurement,5,1,optimized,264,131072,3768320,1158922240,0,0,131072,2220,281244dc1022b4d4281e7c67e6d252a189b0675bf6f3a6239c112f5c7947d72d,530ff824e2a1fd1f9a94788b3785fc9e15e68a02fa3f27790415b7e698f8741d,48efc8397655ad4decf1139c2be377487960f1bc1f98f82560d753b3fb2bd333
warm-75pct-hits,direct,32,calibration,0,0,optimized,1,256,7360,979704288,0,0,256,2236,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,884ad2c011dc7939fe3442b2afefc049ab42825cbbfaf7d7d9a5d7a9ccc435fe,035636017eeb2fb16dddce7f6f8bf6ef17559dca6c26d45fb5ea45b439db810b
warm-75pct-hits,cached,32,calibration,0,0,optimized,0,256,7360,979704288,192,0,64,2336,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,aa54d7f033693b2b2243455b4099903cf046dd4f0c2f366934875e6199dc4b6f,5c3bd021a4f398d66bd5801db1692ff20942df95f32f76f03f0781748f5bfd29
warm-75pct-hits,direct,64,calibration,0,0,optimized,1,512,14720,3553579968,0,0,512,2236,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,bd70414d9ca644e71d88e4c5f81e88f555453f6aff4dc6b0e7d7655810e9213d,55c9e51e61ba350ed716514f4fefa2e8c9238bd8bb3871879393f0ca1a8e8311
warm-75pct-hits,cached,64,calibration,0,0,optimized,0,512,14720,3553579968,384,0,128,2348,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,86442301293d7f0b802148c218a23d6b2e13859b0f237a6f746e8958dbb198db,615e003695547d15ee39e07da5198daf844e98798d915683a81081afb216acbf
warm-75pct-hits,direct,128,calibration,0,0,optimized,2,1024,29440,2469603200,0,0,1024,2228,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,00113f1b028c42c0bc5791db8316c4d222cbd42d6d72b04f3ec7a670bc45865b,7372a7805d4444fdb02250709daaa838f31f25f22c614cd397a9555294abc005
warm-75pct-hits,cached,128,calibration,0,0,optimized,1,1024,29440,2469603200,768,0,256,2276,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,7cd87739157772a347ae23db8f3bbd8132dee3d22d4e45d1110ba83d7529be73,bc0b98b34f67ed4ff6baece01aec8b4ea46169776f862ca96c2a256399aadafe
warm-75pct-hits,direct,256,calibration,0,0,optimized,4,2048,58880,1354256128,0,0,2048,2184,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,c08c04fbe548ebdffac02e2fbc34948ee68cb1bee01c9851db6fc7c2136d10a5,a99d56b422142f806651ad635721191d33624d53c4f4ad8b74d47c642106d7bc
warm-75pct-hits,cached,256,calibration,0,0,optimized,2,2048,58880,1354256128,1536,0,512,2332,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,1619b9347c7a41a6fdac5397a1f34a60bb9970ea3dc75b994d4c1ab4d1ea8f7c,66aad5c4ea9316890f07417bea292f18168a96d09404a247f5942b5885a82e86
warm-75pct-hits,direct,512,calibration,0,0,optimized,8,4096,117760,716742144,0,0,4096,2184,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,2b0753924a0324a8f85ac64b54632da3efc84eb84a908d0178d94e03698efa39,ff70428105d49038580aafa55aeb5ee3b646cee6cc7bc52b99c8696a4f6e7fba
warm-75pct-hits,cached,512,calibration,0,0,optimized,4,4096,117760,716742144,3072,0,1024,2348,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,e02424d6852ab0b3b4735e108e38964737fe277ff6515a5bf8307d10f5c72fc5,7638fb3744e7958ae66848c94240c6d5af0b68c9d66d021099bfa0e804bcb062
warm-75pct-hits,direct,1024,calibration,0,0,optimized,16,8192,235520,2056338432,0,0,8192,2188,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,17257bfd62f50b7dc8e86e0d7c40308ef2d006e01eafdd8fc835c7a33c9b6f09,34f33f24581367d056c3ef724323d95f69c11ff8a306b665aabddc3678e1886a
warm-75pct-hits,cached,1024,calibration,0,0,optimized,8,8192,235520,2056338432,6144,0,2048,2312,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,16085d9ef99652031a29777d6fe78a86afe4ade0a867c146e42dc695591a4a1d,a3f499bb747dae1784c542565cc1b56008363214b078d00446277cec6411a73c
warm-75pct-hits,direct,2048,calibration,0,0,optimized,32,16384,471040,2309126144,0,0,16384,2220,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,d4e0254dd5fdbdb9fb30b43084febb9662db50c29fe670b1a8949caa5e773971,0e45b1425ecd9e34adb68f941a380993047e0d1be183fab5972bd62ecadb6cef
warm-75pct-hits,cached,2048,calibration,0,0,optimized,17,16384,471040,2309126144,12288,0,4096,2316,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,a59818f66c26432dbaa9b48304b53768fe32b4c904244509e2201137b27e8296,6e12d9507a8c1e43798cc67f899ee25638b84c736ecd66ab47bdd607af6ff253
warm-75pct-hits,direct,4096,calibration,0,0,optimized,65,32768,942080,1699016704,0,0,32768,2216,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,f921830bc3cd8a424c0eb4642cb2acf534e29483a7e01e4c5d4eba479f63a161,d7b2d16e774257219bdcbc193846e86e85d13de6eb3355bf59e652f16d7afb14
warm-75pct-hits,cached,4096,calibration,0,0,optimized,34,32768,942080,1699016704,24576,0,8192,2380,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,67aee369d5e10d7c9aebc7a64f8adbe32fe264d3f95c3eb52532119fd35a3aa3,c4b360070e8b4997ad772b3435c3e1712462551f9bb5168b82df640ef1b39686
warm-75pct-hits,direct,8192,calibration,0,0,optimized,129,65536,1884160,311025664,0,0,65536,2184,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,18fd478609e8505399f5801ee58142e1666f1f1f2662f8c6351177641ed50394,bab66083645df8ff0fcdda94f5aa5bef3e24ec56d654d44bf8e3951829796138
warm-75pct-hits,cached,8192,calibration,0,0,optimized,69,65536,1884160,311025664,49152,0,16384,2388,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,4f263bb4b82f157999076aecd8fc1ca44ffa58d444d8cafd9d31db3ff774e079,3c61a6889ed0c1dff3cd3970ba7dc689917812aa3b6752cdee61bb9d8cb13302
warm-75pct-hits,direct,16384,calibration,0,0,optimized,256,131072,3768320,1158922240,0,0,131072,2236,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,2487d182b0bdae474f9054d1efa7d6abe3e59a05d0a016d531f8f96df1bf2db4,32a267e849eced68474941a71ed3b959441dd2e93b972b0ad525474c2f87ac9b
warm-75pct-hits,cached,16384,calibration,0,0,optimized,137,131072,3768320,1158922240,98304,0,32768,2344,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,329c3a682cc9265b1f161f5dc81b4d2aa6e0e18a27a566aa4366920bcb743c42,c6d0a6d547b5855e997e63b441f5fe9be01136520595143f15a254cca2e0c3e3
warm-75pct-hits,direct,32768,calibration,0,0,optimized,521,262144,7536640,170360832,0,0,262144,2256,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,4e6947b75c7b0e7e8f33aa0a6e3ba27ac1bd3744bcd90b1dae638cfdc0a6f7a0,51090fc017a3add69c2290cf23a43011f359580c360359e34d04c7c5e0b281bb
warm-75pct-hits,cached,32768,calibration,0,0,optimized,274,262144,7536640,170360832,196608,0,65536,2344,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,371bfb0a6bf6cb5c5d94fa1ebc3b0e5b13262796804dcedcc1e19bb67064bf2f,82b0c45aa73dd32feb4bd0511fccddd44bf77f2f23057bb202fad056ffc6dc76
warm-75pct-hits,direct,32768,measurement,0,0,optimized,512,262144,7536640,170360832,0,0,262144,2184,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,4e6947b75c7b0e7e8f33aa0a6e3ba27ac1bd3744bcd90b1dae638cfdc0a6f7a0,4ba24d243b637fa019686513230a395d238441ba986a2a849adca44f81442ec2
warm-75pct-hits,cached,32768,measurement,0,1,optimized,288,262144,7536640,170360832,196608,0,65536,2276,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,371bfb0a6bf6cb5c5d94fa1ebc3b0e5b13262796804dcedcc1e19bb67064bf2f,c82ee9d001b48e91d90fc8737e60ed4efcaf2a518975c4224a679b6fe40b8f69
warm-75pct-hits,cached,32768,measurement,1,0,optimized,276,262144,7536640,170360832,196608,0,65536,2384,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,371bfb0a6bf6cb5c5d94fa1ebc3b0e5b13262796804dcedcc1e19bb67064bf2f,47a763e7936b4fe02160b81803e490d546bf24604a84c7bc5e2f034ced5d228a
warm-75pct-hits,direct,32768,measurement,1,1,optimized,533,262144,7536640,170360832,0,0,262144,2224,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,4e6947b75c7b0e7e8f33aa0a6e3ba27ac1bd3744bcd90b1dae638cfdc0a6f7a0,ed49465168372f171e30dfdb7f77aa300adb8ce576239aed72926035ef8f184a
warm-75pct-hits,direct,32768,measurement,2,0,optimized,519,262144,7536640,170360832,0,0,262144,2184,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,4e6947b75c7b0e7e8f33aa0a6e3ba27ac1bd3744bcd90b1dae638cfdc0a6f7a0,8438a81377cc2ff77d35438e94aa3dbea366d9ec6aea441cb91437eca91f5014
warm-75pct-hits,cached,32768,measurement,2,1,optimized,277,262144,7536640,170360832,196608,0,65536,2304,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,371bfb0a6bf6cb5c5d94fa1ebc3b0e5b13262796804dcedcc1e19bb67064bf2f,121ad4c9e93a2d8ac655f99d846d4335f4fb7c50a123b578e8fc96171d062f3e
warm-75pct-hits,cached,32768,measurement,3,0,optimized,281,262144,7536640,170360832,196608,0,65536,2312,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,371bfb0a6bf6cb5c5d94fa1ebc3b0e5b13262796804dcedcc1e19bb67064bf2f,69d2718b55a121bc6eb8346567338ae7ec25cb09e7d2ff6933490a66bc109cd1
warm-75pct-hits,direct,32768,measurement,3,1,optimized,532,262144,7536640,170360832,0,0,262144,2184,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,4e6947b75c7b0e7e8f33aa0a6e3ba27ac1bd3744bcd90b1dae638cfdc0a6f7a0,83170aa5e9090d5119816e8b62b23447f520347244873350d8f187fb1e55a452
warm-75pct-hits,direct,32768,measurement,4,0,optimized,515,262144,7536640,170360832,0,0,262144,2236,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,4e6947b75c7b0e7e8f33aa0a6e3ba27ac1bd3744bcd90b1dae638cfdc0a6f7a0,5f6a2a40ef884cee651ac2b841be1d307959f1e298f6bb0384f150b10f1f6d4e
warm-75pct-hits,cached,32768,measurement,4,1,optimized,273,262144,7536640,170360832,196608,0,65536,2316,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,371bfb0a6bf6cb5c5d94fa1ebc3b0e5b13262796804dcedcc1e19bb67064bf2f,9c5cbe5f888571ae6c3009730947bc67721cf9f41ecd244e2c67061c447b4eb1
warm-75pct-hits,cached,32768,measurement,5,0,optimized,294,262144,7536640,170360832,196608,0,65536,2312,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,371bfb0a6bf6cb5c5d94fa1ebc3b0e5b13262796804dcedcc1e19bb67064bf2f,82d88f8aaf7740c366faa53a77ec25c89dcf425f736a44288716bff1abb71cd2
warm-75pct-hits,direct,32768,measurement,5,1,optimized,549,262144,7536640,170360832,0,0,262144,2204,43c77ec25f7df3aae48a0fbb2b22627ce3de887b470090a979033faff0b9efcd,4e6947b75c7b0e7e8f33aa0a6e3ba27ac1bd3744bcd90b1dae638cfdc0a6f7a0,dd34190517829540cbc0c88e077669aae419631732e1fb1424636864d38d93e5
warm-100pct-hits,direct,32,calibration,0,0,optimized,0,256,7360,979704288,0,0,256,2252,69e6825867261ec0c659012ac451057dce72b2b125c5ab8df6e23d0475af92ea,a4449e214b3903ccc280463d5ef361233ee3e421b9a4df67dfd4ce143df783c4,f109b282d62ecf9800374e1c0384f15582812b5514749b7bbda8ee5fb113ec07
warm-100pct-hits,cached,32,calibration,0,0,optimized,1,256,7360,979704288,256,0,0,2332,69e6825867261ec0c659012ac451057dce72b2b125c5ab8df6e23d0475af92ea,03439daf3f4a4fd33f322002a46f88b2546a9f8ddb91ca2d215631170087dd9a,8ff6c7308a5f48015de096ea2200b3c69c7b27622ec573275c65bf039aa1d0ed
