case,arm,rounds,phase,pair,order,mode,milliseconds,requests,moves,checksum,hits,fills,bypasses,peak_rss_kib,workload_sha256,input_sha256,stdout_sha256
warm-100pct-hits,direct,0,contract,0,0,ubsan,0,0,0,0,0,0,0,4432,69e6825867261ec0c659012ac451057dce72b2b125c5ab8df6e23d0475af92ea,bb39e6585f8f1ee6dda3c93279e5779860d8271bad4fb972168b2d10a7e9a4d4,723630e2fb22dac2bf22ec8e8897e789770e1df58c399869e0f4172278464da3
warm-100pct-hits,direct,3,contract,0,0,ubsan,0,24,690,1017385041,0,0,24,4412,69e6825867261ec0c659012ac451057dce72b2b125c5ab8df6e23d0475af92ea,a3600a23ffe4dfca91126019b99f6d11184154ab9a3e6515578a6661ee8b61c2,593d4216b1ede02736581614af33dda1962555b8384204d85daedbd9a52c297a
warm-100pct-hits,cached,1,diagnostic,0,0,ubsan,0,8,230,536319571,8,0,0,4376,69e6825867261ec0c659012ac451057dce72b2b125c5ab8df6e23d0475af92ea,6f56a7ab05173176b7ac96425c81949cd2cc46aa71d0b8b8e650a89553cd6785,7e534c3de3e5ee80a7a235aff6bfdc10a547ae41c879ea2a88182842ccc265e5
warm-100pct-hits,cached,0,contract,0,0,ubsan,0,0,0,0,0,0,0,4440,69e6825867261ec0c659012ac451057dce72b2b125c5ab8df6e23d0475af92ea,4080b5d5b2965f2f7226c4a8751e1b4fcdbf8528357ea455e6e0c68e49d30f5c,af45e4142f130ca9096417698063f1985cb924b17e2b3249c81371de7cc6b3fd
warm-100pct-hits,cached,3,contract,0,0,ubsan,0,24,690,1017385041,24,0,0,4404,69e6825867261ec0c659012ac451057dce72b2b125c5ab8df6e23d0475af92ea,124c548363d38ef136146ceb180b6e07e25fc5b20085e813132bfb203475c6c3,ec4c28def9a22a9c017b790393731c63610a19676da8d7d0a02e932c1a63f0df
cold-eight-once,direct,1,diagnostic,0,0,ubsan,1,8,230,536319571,0,0,8,4440,f67165d7128ad13b832a3b9c9100e1ea34d4e84bc7bab7bc8e03d282355d18da,b569f9ad0da9f8b053611f36d4280656dc873f08e50edb19d90eaf1949e7beb1,12bdbd863cf570986263bbe05dfa80b239bfa2ca688f1cfaa2e1c56d394e2f22
cold-eight-once,direct,0,contract,0,0,ubsan,0,0,0,0,0,0,0,4372,f67165d7128ad13b832a3b9c9100e1ea34d4e84bc7bab7bc8e03d282355d18da,d12cc09a368cacd1e324f6db9e27e8c5f5986fd7b5e11eb67a4d26fdf2e0fc50,312b9daa7c9c9342a61c44d1fbfa8212903a745bc257a7d3b13f2579ab014473
cold-eight-once,direct,3,contract,0,0,ubsan,0,24,690,1017385041,0,0,24,4396,f67165d7128ad13b832a3b9c9100e1ea34d4e84bc7bab7bc8e03d282355d18da,f41e57469f99b9a1a6f2ff73847a09bab9a1105bf6e932e44afe92b71059cde3,01f56974b50ae7beb668005d693e414d9657751f2f2b66b5fb5c5840f49ca3e3
cold-eight-once,cached,1,diagnostic,0,0,ubsan,1,8,230,536319571,0,8,0,4372,f67165d7128ad13b832a3b9c9100e1ea34d4e84bc7bab7bc8e03d282355d18da,26afcf812b9aba402697a2972abe13bcb5f458c588fcb821d5bf144adcb1fc25,832f706662a27a514e0a05c28151c1ed66e1577b4157f0b17d694824ec42c4c9
cold-eight-once,cached,0,contract,0,0,ubsan,0,0,0,0,0,0,0,4436,f67165d7128ad13b832a3b9c9100e1ea34d4e84bc7bab7bc8e03d282355d18da,e9fc0ecaa6952683b807856d90b89394ccb597d8e5472309274c0cab699aefcc,9a60af40102149d096691a272e180bd88fae78a6df8c688602b87d7d63647f48
cold-eight-once,cached,3,contract,0,0,ubsan,0,24,690,1017385041,0,24,0,4412,f67165d7128ad13b832a3b9c9100e1ea34d4e84bc7bab7bc8e03d282355d18da,c727e9e4e4170bf05c92aa42bf78a6f784eb5db96c5e5ec456b245d7d55d556f,d91fb8af4f5e55148c3b169ecb7d138b7fabe7421c179dc08f685453e49f3e36
warm-eight-large-arena,direct,1,diagnostic,0,0,ubsan,1,8,230,536319571,0,0,8,4440,9c958f553c45695ea4a1e1bb6fceb1beb0a69cb59000e3b954b1740a4f930d60,4ec46cbb746529ea66147291f8fc61c8a588e2f8350ccd1d257971ae8da8ccce,5244b65248f3c9098f559d4354086c3f48e5da31ef7e84e3d65b460d9101228a
warm-eight-large-arena,direct,0,contract,0,0,ubsan,0,0,0,0,0,0,0,4400,9c958f553c45695ea4a1e1bb6fceb1beb0a69cb59000e3b954b1740a4f930d60,1998eb64574f7e0373b1c57c5d56129594988bc5a20d77555f5a7144fe6b4171,b42e191a635823a2881ec252fa93f65a20cd0284429ebb1739ddc3644e1063ef
warm-eight-large-arena,direct,3,contract,0,0,ubsan,0,24,690,1017385041,0,0,24,4376,9c958f553c45695ea4a1e1bb6fceb1beb0a69cb59000e3b954b1740a4f930d60,bca4d9b4901b6176d978289d295c4631499fad0cbab34e486482caabfef775da,235219dabd92fb97ae16f9c3bca8ef54139d8e49ec8f6a10126356b3e4c38d04
warm-eight-large-arena,cached,1,diagnostic,0,0,ubsan,0,8,230,536319571,8,0,0,9816,9c958f553c45695ea4a1e1bb6fceb1beb0a69cb59000e3b954b1740a4f930d60,76fd8f8b775660fd4dd381f1bb83091af3de9a308975b583bea8cfec8c96a805,a2e806d3846ec0c1f36c8cdd7283d6d6676bbf56006efe273b882eecfd0b029b
warm-eight-large-arena,cached,0,contract,0,0,ubsan,0,0,0,0,0,0,0,9736,9c958f553c45695ea4a1e1bb6fceb1beb0a69cb59000e3b954b1740a4f930d60,31708a1241341a9328efa90bf5315a4700758e8caf1a2924d467a7320e9446a4,792a46eede3c18001518e3ea044abc8b6c35b58e9ef80c35859f15a8b4b2a6c0
warm-eight-large-arena,cached,3,contract,0,0,ubsan,0,24,690,1017385041,24,0,0,9816,9c958f553c45695ea4a1e1bb6fceb1beb0a69cb59000e3b954b1740a4f930d60,d2946b7253fcc8b6027956962c15b26bf93fd73e387b3cbcdcbb7a864d34830a,a6bbf7a0ac83bd6373b66a2ac781144589fddd8e8620d594b7ea11bd34aa1281
warm-empty-move-list,direct,1,diagnostic,0,0,ubsan,0,1,0,131072,0,0,1,4416,d288dcc704ab51f437c213ba6069aeba7da3d60473e39dd6a2908e1df8161f09,c6b4e6b444fab4cfefd6114f42f9828cbae7feb25a1ece50fed61eb184f02849,8a382d21a70ce5fa24819f486e4a32d2137da2a885f78db62970649b76ba45e1
warm-empty-move-list,direct,0,contract,0,0,ubsan,0,0,0,0,0,0,0,4392,d288dcc704ab51f437c213ba6069aeba7da3d60473e39dd6a2908e1df8161f09,53e389bbb433ff7332c98e0b31da9209c45f967150c72fcb06de4e9cf84cf990,57f13ce9f87c4570a40752117f2e927bbffabfdba7c9647f5384a9eced9e327e
warm-empty-move-list,direct,3,contract,0,0,ubsan,0,3,0,2238578688,0,0,3,4440,d288dcc704ab51f437c213ba6069aeba7da3d60473e39dd6a2908e1df8161f09,a27e206e0427ca053df679137dcf0be7deb548aa27510f384295b6831c23cdbf,353ba5024748fc5dfc2ab29c8a0307310764c90805b96f512ecee2ef69735ab7
warm-empty-move-list,cached,1,diagnostic,0,0,ubsan,0,1,0,131072,1,0,0,4408,d288dcc704ab51f437c213ba6069aeba7da3d60473e39dd6a2908e1df8161f09,5bbcaaf2d6f432b42d48c86b26d3e18f3f02abac53f6f88599e4e7c3a3ddf70e,b645811ecc5080efea74dbe0e487fec7c1e3cf61e06b7a0b4b1fa97c86a71e2b
warm-empty-move-list,cached,0,contract,0,0,ubsan,0,0,0,0,0,0,0,4440,d288dcc704ab51f437c213ba6069aeba7da3d60473e39dd6a2908e1df8161f09,21ad9ce265ed065e91444c3b866f0116a3216525bd6eca82f7c3a9f15c59a711,4b9d9c969a6250a699df8392b00b505cf48703ecfb904ed6bf8606aeced5d39e
warm-empty-move-list,cached,3,contract,0,0,ubsan,0,3,0,2238578688,3,0,0,4440,d288dcc704ab51f437c213ba6069aeba7da3d60473e39dd6a2908e1df8161f09,50a4049e1b18d84273df7ca961b3e086898f2376a81c9f6efa5082dfc62233e6,3ba26fd2097cccd5557943386353f87a56aa6a5da4000273b10110848b7bca21
warm-0pct-hits,direct,32,calibration,0,0,optimized,1,256,7360,979704288,0,0,256,2220,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,914e95cd91052d05be6794bf7d4d518f5fd75bae814cd12bee5c41ae71637a41,035636017eeb2fb16dddce7f6f8bf6ef17559dca6c26d45fb5ea45b439db810b
warm-0pct-hits,cached,32,calibration,0,0,optimized,0,256,7360,979704288,0,0,256,2388,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,38360744c62ef110812649479f7882d893e4004c27ba08b366dcdb286d14fd34,2b2bbdb978066c396c50f83584c687a2b90f0b541edfd91d0d3057098086509d
warm-0pct-hits,direct,64,calibration,0,0,optimized,1,512,14720,3553579968,0,0,512,2224,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,9394bd64129945354f108bff0e3c07299542062fddaaec67dd27fa63c75530bc,55c9e51e61ba350ed716514f4fefa2e8c9238bd8bb3871879393f0ca1a8e8311
warm-0pct-hits,cached,64,calibration,0,0,optimized,1,512,14720,3553579968,0,0,512,2212,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,e270edef88216ec08c81c52135567f5c4c528d0cb81e9d3b037f67eb446e5da7,5cf827539513129cc3304a161cc0636ff9ecc39b2a335fd084e2938ccdb03374
warm-0pct-hits,direct,128,calibration,0,0,optimized,2,1024,29440,2469603200,0,0,1024,2184,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,467c87f7f55239ea2016b15f9bb472d92ac0c340e3bc83e0c17b9d356e37fdd8,7372a7805d4444fdb02250709daaa838f31f25f22c614cd397a9555294abc005
warm-0pct-hits,cached,128,calibration,0,0,optimized,2,1024,29440,2469603200,0,0,1024,2352,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,6edefc819b112f02deaeade0ec4777813b799f2a6a8514a855f24778f546ef58,9af297b3b8664aa5b80ad3fdc155a091fae456e68ad83b4575b9e8a49727fcaa
warm-0pct-hits,direct,256,calibration,0,0,optimized,4,2048,58880,1354256128,0,0,2048,2260,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,816be56c6b73f6a6930dd3c8ba6499323702059d5e19625a54abf14bbf318ef3,a99d56b422142f806651ad635721191d33624d53c4f4ad8b74d47c642106d7bc
warm-0pct-hits,cached,256,calibration,0,0,optimized,5,2048,58880,1354256128,0,0,2048,2340,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,56b33e2f5ff5a21e8da6c86d3393451b765b5eefcad1dfc865bc66179dc2b83a,705fcd4e9b658be776f8d0b7db1ab80976d554d337ce098248d2ef9a9f32f53f
warm-0pct-hits,direct,512,calibration,0,0,optimized,8,4096,117760,716742144,0,0,4096,2188,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,1592021daedca376402a27a802b7653e56482d6562c1f5883e99ad1297671707,ff70428105d49038580aafa55aeb5ee3b646cee6cc7bc52b99c8696a4f6e7fba
warm-0pct-hits,cached,512,calibration,0,0,optimized,9,4096,117760,716742144,0,0,4096,2356,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,ef9e015694ce9b0a277f4d91cbbcd7f9c7754d97092c3042ce27d3c87116483e,709ee361953ea00d52c5cf082088f550e0962d9da83fb11b23cd24eb5bc73f01
warm-0pct-hits,direct,1024,calibration,0,0,optimized,19,8192,235520,2056338432,0,0,8192,2260,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,75e49dcc0d5a7f826663088f619a1eb160344cc875a67040603be61b0819d11e,c61b7103137e679bd50f723c0e1f1af9ea0a65b4faa139e5683ca7fd9617e0c9
warm-0pct-hits,cached,1024,calibration,0,0,optimized,19,8192,235520,2056338432,0,0,8192,2184,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,3963cf54f721f997490df9fff4f0a320d78c18f3c926219ec75cfbe462a7b380,5f2ed64dff10acfc19d89a28cd06ba802ea6f36708d4b975da4819f6a74a63db
warm-0pct-hits,direct,2048,calibration,0,0,optimized,31,16384,471040,2309126144,0,0,16384,2184,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,58e7d24ac6e2ec2a9683f34a0e9321c567310c271a8abab58b5c89158981cc96,6c5edf7c04cc649ed2ccc194eb54bc82fcab15594c1906c9d21fe00078712c0b
warm-0pct-hits,cached,2048,calibration,0,0,optimized,32,16384,471040,2309126144,0,0,16384,2348,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,9cdd5979fb1cb445ace3b7647590c520325b81abe1452db3ce048eee9a3d8d85,ccd52372b9209d360bb5decafe7ec57a6f21d34081044c901c158bae2037a8ee
warm-0pct-hits,direct,4096,calibration,0,0,optimized,64,32768,942080,1699016704,0,0,32768,2184,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,7a76ede1477fe54e7b8d91461faaaf0b9477f14455162be877795a151642aed6,b8a41a7fbf0ec5cb85713a2d542870a750b9022e729e8108a0f7858c0f1d44cd
warm-0pct-hits,cached,4096,calibration,0,0,optimized,80,32768,942080,1699016704,0,0,32768,2348,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,1d5973b34015ecb4085785236ec3cc433aa8d1af2802349e1ad98a588a6382b1,42be5057c530186342618203a6dd2d7d700cbf984f39e3f9f87ea64e8d438356
warm-0pct-hits,direct,8192,calibration,0,0,optimized,135,65536,1884160,311025664,0,0,65536,2256,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,441a61cd6257f67e3377994ebafcdbac5b0f5e3b29943198a7174d7cf9ffc897,37cd271d9d14cbb4e42cb5b7bbce150647250c577d7c894a42c6f7b09360655e
warm-0pct-hits,cached,8192,calibration,0,0,optimized,134,65536,1884160,311025664,0,0,65536,2220,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,3f991fdc4b36e6724a3bc4f8b3dad886bca887fdabf6f9b084a11cf364ac7a65,d1af27bb67a939b8c65ed311b4a7c8f4f4ecb81ddde8bc057150ef00a76c27c9
warm-0pct-hits,direct,16384,calibration,0,0,optimized,267,131072,3768320,1158922240,0,0,131072,2184,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,31a6c619c31b02438ea08112bcefbeba9b98f3be19dd9d8ce8adaaf3c650e6d3,a3c63a3589c2af243630fa27eb89e3b5218cd977af0be8a9e5c7cc5bb0294f0b
warm-0pct-hits,cached,16384,calibration,0,0,optimized,264,131072,3768320,1158922240,0,0,131072,2384,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,10afaf9c5e98ddb6f13888880716fc49684b9aa769c64c605d15c1d41591a815,93f6bec8c9a5c36fdbbf8f317175e977cc6c7245963c39502c1d15bf36fe221f
warm-0pct-hits,direct,16384,measurement,0,0,optimized,269,131072,3768320,1158922240,0,0,131072,2184,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,31a6c619c31b02438ea08112bcefbeba9b98f3be19dd9d8ce8adaaf3c650e6d3,e4473c09b44b603dd7e7f7d021ebb46f5a168403affe0df72c607ecbcd700013
warm-0pct-hits,cached,16384,measurement,0,1,optimized,264,131072,3768320,1158922240,0,0,131072,2344,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,10afaf9c5e98ddb6f13888880716fc49684b9aa769c64c605d15c1d41591a815,93f6bec8c9a5c36fdbbf8f317175e977cc6c7245963c39502c1d15bf36fe221f
warm-0pct-hits,cached,16384,measurement,1,0,optimized,262,131072,3768320,1158922240,0,0,131072,2352,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,10afaf9c5e98ddb6f13888880716fc49684b9aa769c64c605d15c1d41591a815,6b577b4476bbf2deb26db2fde8a6cf6fa4752b58cd35b724a4f17e5a924338df
warm-0pct-hits,direct,16384,measurement,1,1,optimized,263,131072,3768320,1158922240,0,0,131072,2204,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,31a6c619c31b02438ea08112bcefbeba9b98f3be19dd9d8ce8adaaf3c650e6d3,780c4bcf2b644e26070be17a861209e8ea1ccb9b8101b02adb2c501c3849b8d7
warm-0pct-hits,direct,16384,measurement,2,0,optimized,316,131072,3768320,1158922240,0,0,131072,2184,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,31a6c619c31b02438ea08112bcefbeba9b98f3be19dd9d8ce8adaaf3c650e6d3,9d765f9108850496fd3f0a2f2cc0059814d3b03b28e1770dee6820bb359ca749
warm-0pct-hits,cached,16384,measurement,2,1,optimized,270,131072,3768320,1158922240,0,0,131072,2332,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,10afaf9c5e98ddb6f13888880716fc49684b9aa769c64c605d15c1d41591a815,3f9b5ab4e579342e8916433663b646cd47c9cbe10783821056e8b6e88311a81e
warm-0pct-hits,cached,16384,measurement,3,0,optimized,261,131072,3768320,1158922240,0,0,131072,2244,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,10afaf9c5e98ddb6f13888880716fc49684b9aa769c64c605d15c1d41591a815,dad538d6d544c7f48b7c7669cfdf1b3af73cd1e0cd006baa35965985fa949f76
warm-0pct-hits,direct,16384,measurement,3,1,optimized,259,131072,3768320,1158922240,0,0,131072,2208,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,31a6c619c31b02438ea08112bcefbeba9b98f3be19dd9d8ce8adaaf3c650e6d3,d09e5168437be9328b2b34f4df59b264ff79de46f5eb1da9cf6131e0d5fcaef1
warm-0pct-hits,direct,16384,measurement,4,0,optimized,255,131072,3768320,1158922240,0,0,131072,2224,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,31a6c619c31b02438ea08112bcefbeba9b98f3be19dd9d8ce8adaaf3c650e6d3,1d9ae3983faba46531e5ea895875cd8d579fb8cc23756d511cc53092bf81d5bf
warm-0pct-hits,cached,16384,measurement,4,1,optimized,265,131072,3768320,1158922240,0,0,131072,2364,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,10afaf9c5e98ddb6f13888880716fc49684b9aa769c64c605d15c1d41591a815,7cde06a83416b47e14f464ad3c39702fa9999a42d0d2a974f5a6165e4017d874
warm-0pct-hits,cached,16384,measurement,5,0,optimized,288,131072,3768320,1158922240,0,0,131072,2352,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,10afaf9c5e98ddb6f13888880716fc49684b9aa769c64c605d15c1d41591a815,6d629ef5c8a74da5da9563afed194c90d794d89a55053421a114c81aa260631b
warm-0pct-hits,direct,16384,measurement,5,1,optimized,264,131072,3768320,1158922240,0,0,131072,2256,fc6dddbaeaeea8ac283f8b2f6d566417015f823ca9b256701f3322315af94b9b,31a6c619c31b02438ea08112bcefbeba9b98f3be19dd9d8ce8adaaf3c650e6d3,48efc8397655ad4decf1139c2be377487960f1bc1f98f82560d753b3fb2bd333
warm-25pct-hits,direct,32,calibration,0,0,optimized,1,256,7360,979704288,0,0,256,2252,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,5a30bbd9847cce21cc030bcd572df0509110652d23da87b9707ccbed254ecafe,035636017eeb2fb16dddce7f6f8bf6ef17559dca6c26d45fb5ea45b439db810b
warm-25pct-hits,cached,32,calibration,0,0,optimized,0,256,7360,979704288,64,0,192,2244,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,c1ddbddb2b33c5d884076fdf5d01a04d3085ecaf27ffe65adaa2087b383d6c2c,c341556945614a560bf3f9d68e1fbe85ac905f6a8147119ec5e9ae5afa532a75
warm-25pct-hits,direct,64,calibration,0,0,optimized,1,512,14720,3553579968,0,0,512,2220,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,c03aa205d90d7f74f234c09a0f15b1ef1bd890f4087207bb54e575516a32ccf5,55c9e51e61ba350ed716514f4fefa2e8c9238bd8bb3871879393f0ca1a8e8311
warm-25pct-hits,cached,64,calibration,0,0,optimized,1,512,14720,3553579968,128,0,384,2184,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,1756e81ac542202fe9e9315aedbed477fe89839951295624ecd60693163dc424,f05d219d8fe40057b214b76ce154d1716269c85b4e817140ef6fa980ccf4bdbb
warm-25pct-hits,direct,128,calibration,0,0,optimized,2,1024,29440,2469603200,0,0,1024,2244,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,526413613f4f86ea6d4fa85f6f6d4b928159ff0dfb69f353dd7c4f9264a95a27,7372a7805d4444fdb02250709daaa838f31f25f22c614cd397a9555294abc005
warm-25pct-hits,cached,128,calibration,0,0,optimized,2,1024,29440,2469603200,256,0,768,2244,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,0b08c9887dd7711eefd4200992b78b79068c7c29585392220772b04c03c71b0b,25d42e9e8b1606e57acadf7ef3b969b7baf2f744e5971c4eeca5100cf186fbf4
warm-25pct-hits,direct,256,calibration,0,0,optimized,4,2048,58880,1354256128,0,0,2048,2220,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,0b9b569d5b8c2a374f5cbeeb75c144f9612271a928d3e9e759e144e68f582832,a99d56b422142f806651ad635721191d33624d53c4f4ad8b74d47c642106d7bc
warm-25pct-hits,cached,256,calibration,0,0,optimized,4,2048,58880,1354256128,512,0,1536,2224,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,ac32ecb4b925914d6e887f293776414809496f02270c6ee37b09931cd876789e,f9d21b4dbf64634d7f9e30ad2b5630d84ad2f7dac539ba359a4e9100ee77c793
warm-25pct-hits,direct,512,calibration,0,0,optimized,8,4096,117760,716742144,0,0,4096,2208,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,595e615751550fe97b57463ae8738ea6cbdd134ae3a6300f5231729403e4ece6,ff70428105d49038580aafa55aeb5ee3b646cee6cc7bc52b99c8696a4f6e7fba
warm-25pct-hits,cached,512,calibration,0,0,optimized,7,4096,117760,716742144,1024,0,3072,2252,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,170812ca94433aff61dddea7cf7c1746b7f51ff5f262e0e007d60eee20de00d7,818ad1e3b990a0102b8e475c0ef799a9739449738a93fcdda0a7a94e9afd925d
warm-25pct-hits,direct,1024,calibration,0,0,optimized,15,8192,235520,2056338432,0,0,8192,2236,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,4f19e9d14788c11a67615903722fbee08ad0f199e16d644012b5d6122bfce487,846acf31993b1f6de04d900cb272c4afa3dbce7aec9524951cac78839f870ec4
warm-25pct-hits,cached,1024,calibration,0,0,optimized,14,8192,235520,2056338432,2048,0,6144,2388,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,07de75caf63d939c72ee427ebb02b2cd452e9a630c851ec903d38d53497f5a34,b58993a8f13ec8c767076a83f735e52131d27a7cf708a3ef9eab6e6955cbb4bf
warm-25pct-hits,direct,2048,calibration,0,0,optimized,34,16384,471040,2309126144,0,0,16384,2208,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,3675e289654eecbb13213cba57755d42bca389e8690c0cfa7294b3f663a6227b,5c58a36b4ddad6f6e95cceba2b971d3ce587ee962692e60e8300e9a54a9f17dc
warm-25pct-hits,cached,2048,calibration,0,0,optimized,29,16384,471040,2309126144,4096,0,12288,2260,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,fcd8dc9270ba44c402acd0083cec0f0329ebf47eea7049a7782cf6f1bca1a34c,848006fc2af5d610b55b435b6b69f4a5cc63a5e3300b7e0a4c7584bdbd36be7d
warm-25pct-hits,direct,4096,calibration,0,0,optimized,66,32768,942080,1699016704,0,0,32768,2220,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,57866df1ccae52492ec97fdaf6706ba1ed8a8f578d0b6960e957d541641017da,2454754db0ddece7655037a0011ed80446f25027383fd76803dbe8c6ecff802e
warm-25pct-hits,cached,4096,calibration,0,0,optimized,73,32768,942080,1699016704,8192,0,24576,2224,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,870652bb8cc97df84c3b9b9ede0b4d060c438c62c1cc61bcaac3344f255d914d,b25faf424e76f9dfd287585c2547190d6cbbde32ed1029ac487e90f4b732a9f2
warm-25pct-hits,direct,8192,calibration,0,0,optimized,133,65536,1884160,311025664,0,0,65536,2208,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,70b69c894ba45a1b2e7394131ae530b0da5dab14f5dc964be49f6700bf55fb5e,f1513059180380a10ca27244712441f02864a4b7d5b71ade1464629ea8ed7fcb
warm-25pct-hits,cached,8192,calibration,0,0,optimized,119,65536,1884160,311025664,16384,0,49152,2224,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,41d68b4d26128c4074bd12bca8fd206ccb0a16de50ea84794a4fa64b92387c8b,0b90de34c2a42af414bf4a126a6eca5d2d0920afedc3282531b79b981a0e19ed
warm-25pct-hits,direct,16384,calibration,0,0,optimized,261,131072,3768320,1158922240,0,0,131072,2260,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,5c73a97aced2f3bddf9bba6a71222d4fee435168858d23fb37c916bcf818d47c,845dcd1f3bf79db906e73f3b944a05ef4c01461a89b74ead551289d9234f90d4
warm-25pct-hits,cached,16384,calibration,0,0,optimized,230,131072,3768320,1158922240,32768,0,98304,2340,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,85ab4ea469efc945765c2c4fee3350626bcc0e5e1548cfa1f783a7ddbf335124,5969050108baca1be7681b5ae5fff1e8d9cea7af1db7c3f27f08af345252a7c3
warm-25pct-hits,direct,16384,measurement,0,0,optimized,259,131072,3768320,1158922240,0,0,131072,2088,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,5c73a97aced2f3bddf9bba6a71222d4fee435168858d23fb37c916bcf818d47c,d09e5168437be9328b2b34f4df59b264ff79de46f5eb1da9cf6131e0d5fcaef1
warm-25pct-hits,cached,16384,measurement,0,1,optimized,223,131072,3768320,1158922240,32768,0,98304,2344,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,85ab4ea469efc945765c2c4fee3350626bcc0e5e1548cfa1f783a7ddbf335124,06ebbc3d954248b47326c01a359abd80dabaa7d2960a4c8e4ccf6f932a886110
warm-25pct-hits,cached,16384,measurement,1,0,optimized,220,131072,3768320,1158922240,32768,0,98304,2348,b234e71222b5b323924d4616ef58a884e5f77f8985a704458c378e4b32e76156,85ab4ea469efc945765c2c4fee3350626bcc0e5e1548cfa1f783a7ddbf335124,bfebbf8d78ec6eeb589bf8f875a50d3ec2a171da5ff4819d1a4c99c8d07a8269
